date,open,high,low,close,adj_close,volume,commodity,ticker
2015-06-25,132.0,133.35000610351562,130.9499969482422,133.35000610351562,133.35000610351562,52,coffee,KC=F
2015-06-26,130.75,134.60000610351562,130.75,131.6999969482422,131.6999969482422,25,coffee,KC=F
2015-06-29,128.39999389648438,131.35000610351562,128.39999389648438,130.8000030517578,130.8000030517578,58,coffee,KC=F
2015-06-30,130.64999389648438,130.64999389648438,130.64999389648438,130.64999389648438,130.64999389648438,10,coffee,KC=F
2015-07-01,130.14999389648438,130.14999389648438,126.05000305175781,125.0999984741211,125.0999984741211,14,coffee,KC=F
2015-07-02,127.1500015258789,127.1500015258789,125.1500015258789,125.5999984741211,125.5999984741211,8,coffee,KC=F
2015-07-06,125.9000015258789,125.9000015258789,123.75,123.30000305175781,123.30000305175781,16,coffee,KC=F
2015-07-07,123.0,123.0,122.19999694824219,122.9000015258789,122.9000015258789,3,coffee,KC=F
2015-07-08,123.0,123.0999984741211,123.0,123.1500015258789,123.1500015258789,4,coffee,KC=F
2015-07-09,123.4000015258789,123.4000015258789,123.4000015258789,122.75,122.75,16,coffee,KC=F
2015-07-10,123.1500015258789,123.1500015258789,123.1500015258789,122.94999694824219,122.94999694824219,10,coffee,KC=F
2015-07-13,125.8499984741211,125.8499984741211,125.8499984741211,126.5999984741211,126.5999984741211,1,coffee,KC=F
2015-07-14,129.60000610351562,130.3000030517578,129.60000610351562,129.85000610351562,129.85000610351562,7,coffee,KC=F
2015-07-15,130.1999969482422,130.1999969482422,128.35000610351562,128.0,128.0,7,coffee,KC=F
2015-07-16,128.0,128.0,127.3499984741211,127.44999694824219,127.44999694824219,4,coffee,KC=F
2015-07-17,127.0,127.0,127.0,127.0,127.0,4,coffee,KC=F
2015-07-20,126.5,126.5,126.5,125.8499984741211,125.8499984741211,2,coffee,KC=F
2015-07-21,123.8499984741211,123.8499984741211,123.8499984741211,123.8499984741211,123.8499984741211,10134,coffee,KC=F
2015-07-22,126.4000015258789,128.0,124.44999694824219,125.05000305175781,125.05000305175781,15438,coffee,KC=F
2015-07-23,125.44999694824219,126.3499984741211,121.0999984741211,121.55000305175781,121.55000305175781,24872,coffee,KC=F
2015-07-24,122.4000015258789,124.5999984741211,120.6500015258789,122.25,122.25,15869,coffee,KC=F
2015-07-27,122.19999694824219,122.30000305175781,119.8499984741211,120.4000015258789,120.4000015258789,16702,coffee,KC=F
2015-07-28,119.94999694824219,122.5999984741211,119.9000015258789,120.25,120.25,17914,coffee,KC=F
2015-07-29,120.5,123.0999984741211,120.0999984741211,122.1500015258789,122.1500015258789,13142,coffee,KC=F
2015-07-30,122.19999694824219,125.3499984741211,122.05000305175781,124.9000015258789,124.9000015258789,16985,coffee,KC=F
2015-07-31,125.1500015258789,127.6500015258789,124.1500015258789,125.25,125.25,21552,coffee,KC=F
2015-08-03,125.0999984741211,125.19999694824219,121.75,123.94999694824219,123.94999694824219,18302,coffee,KC=F
2015-08-04,123.9000015258789,126.19999694824219,123.0,124.9000015258789,124.9000015258789,19466,coffee,KC=F
2015-08-05,124.5,126.44999694824219,123.25,125.9000015258789,125.9000015258789,22365,coffee,KC=F
2015-08-06,125.5,128.4499969482422,123.94999694824219,124.25,124.25,24400,coffee,KC=F
2015-08-07,124.25,128.85000610351562,123.6500015258789,127.80000305175781,127.80000305175781,28375,coffee,KC=F
2015-08-10,127.1500015258789,133.89999389648438,127.0,133.5,133.5,42885,coffee,KC=F
2015-08-11,133.75,137.5500030517578,133.39999389648438,137.1999969482422,137.1999969482422,40085,coffee,KC=F
2015-08-12,137.25,138.0500030517578,131.39999389648438,131.85000610351562,131.85000610351562,37882,coffee,KC=F
2015-08-13,131.9499969482422,138.0,131.89999389648438,137.0500030517578,137.0500030517578,32979,coffee,KC=F
2015-08-14,137.5,139.0,136.3000030517578,137.5,137.5,23092,coffee,KC=F
2015-08-17,135.9499969482422,137.35000610351562,134.35000610351562,134.75,134.75,15182,coffee,KC=F
2015-08-18,134.6999969482422,136.35000610351562,133.10000610351562,135.3000030517578,135.3000030517578,11649,coffee,KC=F
2015-08-19,136.0,136.89999389648438,130.89999389648438,131.14999389648438,131.14999389648438,17307,coffee,KC=F
2015-08-20,131.5,131.85000610351562,127.55000305175781,127.6500015258789,127.6500015258789,15992,coffee,KC=F
2015-08-21,128.5500030517578,128.75,121.94999694824219,121.9000015258789,121.9000015258789,282,coffee,KC=F
2015-08-24,121.19999694824219,121.94999694824219,117.1500015258789,117.5,117.5,113,coffee,KC=F
2015-08-25,118.4000015258789,120.1500015258789,117.5,117.05000305175781,117.05000305175781,48,coffee,KC=F
2015-08-26,117.6500015258789,119.19999694824219,117.0999984741211,118.69999694824219,118.69999694824219,26,coffee,KC=F
2015-08-27,120.75,122.44999694824219,120.69999694824219,121.05000305175781,121.05000305175781,10,coffee,KC=F
2015-08-28,120.75,121.30000305175781,120.5999984741211,120.44999694824219,120.44999694824219,6,coffee,KC=F
2015-08-31,121.0,121.0,121.0,120.55000305175781,120.55000305175781,1,coffee,KC=F
2015-09-01,119.55000305175781,119.55000305175781,119.55000305175781,117.05000305175781,117.05000305175781,11,coffee,KC=F
2015-09-02,117.25,117.25,115.4000015258789,114.69999694824219,114.69999694824219,5,coffee,KC=F
2015-09-03,115.4000015258789,116.44999694824219,114.69999694824219,116.19999694824219,116.19999694824219,9,coffee,KC=F
2015-09-04,116.5,116.5,115.69999694824219,115.8499984741211,115.8499984741211,4,coffee,KC=F
2015-09-08,116.69999694824219,116.75,116.19999694824219,117.69999694824219,117.69999694824219,11,coffee,KC=F
2015-09-09,117.80000305175781,117.80000305175781,117.80000305175781,117.80000305175781,117.80000305175781,6,coffee,KC=F
2015-09-10,113.05000305175781,113.05000305175781,113.05000305175781,113.05000305175781,113.05000305175781,6,coffee,KC=F
2015-09-11,113.19999694824219,113.19999694824219,113.19999694824219,113.3499984741211,113.3499984741211,2,coffee,KC=F
2015-09-14,114.9000015258789,114.9000015258789,114.9000015258789,117.0,117.0,5,coffee,KC=F
2015-09-15,115.5,115.5,115.5,115.5,115.5,2,coffee,KC=F
2015-09-16,115.55000305175781,115.55000305175781,115.55000305175781,113.80000305175781,113.80000305175781,3,coffee,KC=F
2015-09-17,113.5,113.5,113.5,113.5,113.5,34,coffee,KC=F
2015-09-18,113.3499984741211,113.3499984741211,113.3499984741211,113.3499984741211,113.3499984741211,13744,coffee,KC=F
2015-09-21,118.0,119.80000305175781,116.3499984741211,117.25,117.25,14856,coffee,KC=F
2015-09-22,116.80000305175781,117.30000305175781,115.05000305175781,115.44999694824219,115.44999694824219,12747,coffee,KC=F
2015-09-23,115.44999694824219,117.19999694824219,114.75,116.19999694824219,116.19999694824219,14368,coffee,KC=F
2015-09-24,115.75,119.44999694824219,114.55000305175781,118.30000305175781,118.30000305175781,16782,coffee,KC=F
2015-09-25,120.0,123.3499984741211,119.9000015258789,122.69999694824219,122.69999694824219,22555,coffee,KC=F
2015-09-28,122.69999694824219,122.69999694824219,118.30000305175781,119.1500015258789,119.1500015258789,14365,coffee,KC=F
2015-09-29,119.1500015258789,122.9000015258789,117.94999694824219,120.8499984741211,120.8499984741211,16929,coffee,KC=F
2015-09-30,121.0999984741211,122.5999984741211,118.8499984741211,121.3499984741211,121.3499984741211,17566,coffee,KC=F
2015-10-01,121.30000305175781,122.44999694824219,119.0999984741211,120.75,120.75,13055,coffee,KC=F
2015-10-02,121.25,125.25,119.3499984741211,124.30000305175781,124.30000305175781,22622,coffee,KC=F
2015-10-05,125.0,129.64999389648438,124.30000305175781,127.55000305175781,127.55000305175781,14698,coffee,KC=F
2015-10-06,127.05000305175781,129.0500030517578,126.1500015258789,128.10000610351562,128.10000610351562,24041,coffee,KC=F
2015-10-07,127.69999694824219,130.25,124.5,126.05000305175781,126.05000305175781,15864,coffee,KC=F
2015-10-08,126.05000305175781,128.8000030517578,125.19999694824219,128.4499969482422,128.4499969482422,15864,coffee,KC=F
2015-10-09,129.0,134.25,128.9499969482422,131.60000610351562,131.60000610351562,21074,coffee,KC=F
2015-10-12,131.6999969482422,137.60000610351562,131.6999969482422,134.5,134.5,22096,coffee,KC=F
2015-10-13,134.6999969482422,137.10000610351562,133.10000610351562,134.35000610351562,134.35000610351562,20026,coffee,KC=F
2015-10-14,134.6999969482422,137.5,133.8000030517578,134.64999389648438,134.64999389648438,20570,coffee,KC=F
2015-10-15,134.0,135.9499969482422,132.25,133.6999969482422,133.6999969482422,20570,coffee,KC=F
2015-10-16,132.25,132.39999389648438,125.05000305175781,125.8499984741211,125.8499984741211,17275,coffee,KC=F
2015-10-19,126.0999984741211,126.19999694824219,123.5,123.9000015258789,123.9000015258789,13172,coffee,KC=F
2015-10-20,123.80000305175781,125.4000015258789,123.25,124.75,124.75,16388,coffee,KC=F
2015-10-21,124.80000305175781,124.94999694824219,120.55000305175781,121.0,121.0,13411,coffee,KC=F
2015-10-22,121.5,122.0999984741211,119.75,119.8499984741211,119.8499984741211,13411,coffee,KC=F
2015-10-23,119.80000305175781,120.80000305175781,117.55000305175781,118.44999694824219,118.44999694824219,15172,coffee,KC=F
2015-10-26,118.0,118.94999694824219,116.30000305175781,117.30000305175781,117.30000305175781,19609,coffee,KC=F
2015-10-27,117.69999694824219,118.44999694824219,116.5999984741211,117.30000305175781,117.30000305175781,15222,coffee,KC=F
2015-10-28,117.44999694824219,119.94999694824219,117.0,119.0999984741211,119.0999984741211,13023,coffee,KC=F
2015-10-29,119.44999694824219,120.55000305175781,118.19999694824219,120.30000305175781,120.30000305175781,13023,coffee,KC=F
2015-10-30,121.05000305175781,121.94999694824219,119.1500015258789,120.94999694824219,120.94999694824219,15433,coffee,KC=F
2015-11-02,121.0,121.4000015258789,118.0,118.80000305175781,118.80000305175781,17564,coffee,KC=F
2015-11-03,118.6500015258789,121.69999694824219,117.80000305175781,120.25,120.25,14804,coffee,KC=F
2015-11-04,120.05000305175781,122.3499984741211,119.80000305175781,120.5,120.5,25077,coffee,KC=F
2015-11-05,120.0999984741211,122.0,118.75,120.9000015258789,120.9000015258789,25077,coffee,KC=F
2015-11-06,120.75,121.1500015258789,116.9000015258789,117.75,117.75,32732,coffee,KC=F
2015-11-09,118.05000305175781,119.69999694824219,116.94999694824219,117.75,117.75,32457,coffee,KC=F
2015-11-10,118.25,118.55000305175781,115.75,116.30000305175781,116.30000305175781,25797,coffee,KC=F
2015-11-11,116.6500015258789,117.6500015258789,116.3499984741211,116.80000305175781,116.80000305175781,32277,coffee,KC=F
2015-11-12,116.94999694824219,117.1500015258789,115.0,115.30000305175781,115.30000305175781,32277,coffee,KC=F
2015-11-13,115.8499984741211,116.19999694824219,111.5999984741211,112.1500015258789,112.1500015258789,15834,coffee,KC=F
2015-11-16,112.5,115.0,112.19999694824219,114.3499984741211,114.3499984741211,14415,coffee,KC=F
2015-11-17,114.69999694824219,115.9000015258789,113.69999694824219,114.25,114.25,14279,coffee,KC=F
2015-11-18,114.0,114.94999694824219,111.8499984741211,112.75,112.75,952,coffee,KC=F
2015-11-19,112.5,120.05000305175781,112.5,119.9000015258789,119.9000015258789,952,coffee,KC=F
2015-11-20,120.94999694824219,123.94999694824219,120.30000305175781,121.9000015258789,121.9000015258789,148,coffee,KC=F
2015-11-23,122.30000305175781,122.30000305175781,118.8499984741211,119.94999694824219,119.94999694824219,59,coffee,KC=F
2015-11-24,121.25,123.0,120.1500015258789,122.44999694824219,122.44999694824219,59,coffee,KC=F
2015-11-25,122.6500015258789,122.6500015258789,120.5999984741211,122.9000015258789,122.9000015258789,52,coffee,KC=F
2015-11-27,120.94999694824219,120.94999694824219,120.80000305175781,121.0,121.0,38,coffee,KC=F
2015-11-30,120.5999984741211,120.5999984741211,115.8499984741211,116.9000015258789,116.9000015258789,8,coffee,KC=F
2015-12-01,116.30000305175781,116.55000305175781,115.75,117.1500015258789,117.1500015258789,14,coffee,KC=F
2015-12-02,116.9000015258789,117.5999984741211,116.9000015258789,117.80000305175781,117.80000305175781,7,coffee,KC=F
2015-12-03,120.0999984741211,120.0999984741211,120.0999984741211,122.05000305175781,122.05000305175781,7,coffee,KC=F
2015-12-04,122.25,123.5,122.25,124.0,124.0,29,coffee,KC=F
2015-12-07,123.55000305175781,123.9000015258789,122.55000305175781,122.6500015258789,122.6500015258789,0,coffee,KC=F
2015-12-08,122.25,122.25,122.25,122.25,122.25,3,coffee,KC=F
2015-12-09,122.75,124.5999984741211,122.75,123.8499984741211,123.8499984741211,7,coffee,KC=F
2015-12-10,122.6500015258789,122.6500015258789,122.6500015258789,122.6500015258789,122.6500015258789,7,coffee,KC=F
2015-12-11,118.0999984741211,118.0999984741211,118.0999984741211,118.0999984741211,118.0999984741211,12,coffee,KC=F
2015-12-14,117.25,117.5,116.19999694824219,117.25,117.25,0,coffee,KC=F
2015-12-15,115.6500015258789,115.6500015258789,115.6500015258789,115.6500015258789,115.6500015258789,4,coffee,KC=F
2015-12-16,119.19999694824219,119.19999694824219,119.19999694824219,118.0999984741211,118.0999984741211,10,coffee,KC=F
2015-12-17,117.05000305175781,117.55000305175781,117.05000305175781,117.80000305175781,117.80000305175781,10,coffee,KC=F
2015-12-18,118.44999694824219,118.44999694824219,118.44999694824219,118.44999694824219,118.44999694824219,10535,coffee,KC=F
2015-12-21,118.25,119.25,116.80000305175781,117.5,117.5,8887,coffee,KC=F
2015-12-22,117.75,119.44999694824219,117.5999984741211,119.1500015258789,119.1500015258789,10917,coffee,KC=F
2015-12-23,119.19999694824219,121.4000015258789,118.19999694824219,120.94999694824219,120.94999694824219,10917,coffee,KC=F
2015-12-24,121.0,121.4000015258789,118.9000015258789,119.69999694824219,119.69999694824219,5252,coffee,KC=F
2015-12-28,119.69999694824219,119.80000305175781,118.30000305175781,119.1500015258789,119.1500015258789,11067,coffee,KC=F
2015-12-29,118.8499984741211,122.4000015258789,118.4000015258789,121.44999694824219,121.44999694824219,11818,coffee,KC=F
2015-12-30,121.5,123.75,121.25,123.6500015258789,123.6500015258789,11818,coffee,KC=F
2015-12-31,123.80000305175781,126.80000305175781,123.6500015258789,126.69999694824219,126.69999694824219,23012,coffee,KC=F
2016-01-04,126.1500015258789,126.30000305175781,122.05000305175781,123.9000015258789,123.9000015258789,14197,coffee,KC=F
2016-01-05,123.9000015258789,125.0999984741211,121.75,123.0,123.0,16891,coffee,KC=F
2016-01-06,123.05000305175781,123.25,119.5,119.94999694824219,119.94999694824219,14531,coffee,KC=F
2016-01-07,119.05000305175781,119.19999694824219,117.9000015258789,118.44999694824219,118.44999694824219,14531,coffee,KC=F
2016-01-08,119.5999984741211,119.9000015258789,118.25,119.0,119.0,31187,coffee,KC=F
2016-01-11,118.0,118.05000305175781,113.5999984741211,114.44999694824219,114.44999694824219,21186,coffee,KC=F
