date,open,high,low,close,adj_close,volume,commodity,ticker
2015-01-02,165.0500030517578,167.25,160.1999969482422,161.0500030517578,161.0500030517578,10303,coffee,KC=F
2015-01-05,160.9499969482422,168.64999389648438,160.10000610351562,168.10000610351562,168.10000610351562,15174,coffee,KC=F
2015-01-06,168.0500030517578,175.39999389648438,168.0500030517578,174.89999389648438,174.89999389648438,18841,coffee,KC=F
2015-01-07,175.60000610351562,182.85000610351562,173.0,175.0500030517578,175.0500030517578,28145,coffee,KC=F
2015-01-08,175.8000030517578,182.35000610351562,174.3000030517578,176.89999389648438,176.89999389648438,24253,coffee,KC=F
2015-01-09,177.75,183.85000610351562,177.75,180.0500030517578,180.0500030517578,23853,coffee,KC=F
2015-01-12,181.25,184.89999389648438,175.3000030517578,176.75,176.75,24706,coffee,KC=F
2015-01-13,177.0,178.89999389648438,173.85000610351562,176.9499969482422,176.9499969482422,20266,coffee,KC=F
2015-01-14,178.25,184.8000030517578,177.60000610351562,179.85000610351562,179.85000610351562,21024,coffee,KC=F
2015-01-15,180.0,182.85000610351562,175.1999969482422,176.64999389648438,176.64999389648438,16653,coffee,KC=F
2015-01-16,177.5,177.60000610351562,170.39999389648438,171.0,171.0,0,coffee,KC=F
2015-01-20,170.10000610351562,172.5,163.85000610351562,164.3000030517578,164.3000030517578,22641,coffee,KC=F
2015-01-21,166.0500030517578,166.85000610351562,161.0,161.25,161.25,15775,coffee,KC=F
2015-01-22,161.39999389648438,163.5500030517578,159.6999969482422,159.9499969482422,159.9499969482422,15419,coffee,KC=F
2015-01-23,160.6999969482422,162.85000610351562,159.39999389648438,162.4499969482422,162.4499969482422,13046,coffee,KC=F
2015-01-26,162.1999969482422,165.25,160.75,161.85000610351562,161.85000610351562,15426,coffee,KC=F
2015-01-27,162.3000030517578,168.5,161.6999969482422,168.1999969482422,168.1999969482422,15054,coffee,KC=F
2015-01-28,167.0500030517578,169.89999389648438,165.60000610351562,167.6999969482422,167.6999969482422,15809,coffee,KC=F
2015-01-29,167.89999389648438,167.9499969482422,158.6999969482422,160.0,160.0,20270,coffee,KC=F
2015-01-30,160.10000610351562,162.25,159.1999969482422,161.89999389648438,161.89999389648438,13091,coffee,KC=F
2015-02-02,162.39999389648438,163.64999389648438,159.6999969482422,162.4499969482422,162.4499969482422,19460,coffee,KC=F
2015-02-03,162.8000030517578,163.39999389648438,158.39999389648438,160.75,160.75,18992,coffee,KC=F
2015-02-04,161.5500030517578,167.0,160.14999389648438,164.89999389648438,164.89999389648438,14625,coffee,KC=F
2015-02-05,164.4499969482422,166.39999389648438,163.3000030517578,164.75,164.75,14351,coffee,KC=F
2015-02-06,165.4499969482422,169.75,165.0500030517578,166.85000610351562,166.85000610351562,26741,coffee,KC=F
2015-02-09,166.5,168.10000610351562,163.8000030517578,167.60000610351562,167.60000610351562,21374,coffee,KC=F
2015-02-10,167.0500030517578,169.25,158.8000030517578,159.39999389648438,159.39999389648438,35586,coffee,KC=F
2015-02-11,160.3000030517578,161.35000610351562,159.0,159.4499969482422,159.4499969482422,29198,coffee,KC=F
2015-02-12,160.0500030517578,164.9499969482422,159.3000030517578,164.5500030517578,164.5500030517578,26680,coffee,KC=F
2015-02-13,164.60000610351562,165.85000610351562,162.14999389648438,163.1999969482422,163.1999969482422,16137,coffee,KC=F
2015-02-17,164.0,165.75,154.5,155.64999389648438,155.64999389648438,16982,coffee,KC=F
2015-02-18,156.14999389648438,157.85000610351562,152.0500030517578,152.8000030517578,152.8000030517578,17405,coffee,KC=F
2015-02-19,152.60000610351562,153.85000610351562,149.39999389648438,149.1999969482422,149.1999969482422,707,coffee,KC=F
2015-02-20,150.1999969482422,151.35000610351562,147.0,148.64999389648438,148.64999389648438,406,coffee,KC=F
2015-02-23,147.9499969482422,149.75,145.25,144.4499969482422,144.4499969482422,75,coffee,KC=F
2015-02-24,144.8000030517578,145.5,143.5500030517578,145.35000610351562,145.35000610351562,54,coffee,KC=F
2015-02-25,147.0500030517578,147.0500030517578,140.0500030517578,139.75,139.75,22,coffee,KC=F
2015-02-26,140.0,140.3000030517578,139.8000030517578,136.5500030517578,136.5500030517578,98,coffee,KC=F
2015-02-27,139.1999969482422,139.1999969482422,136.4499969482422,136.75,136.75,82,coffee,KC=F
2015-03-02,138.5500030517578,138.5500030517578,134.85000610351562,135.10000610351562,135.10000610351562,12,coffee,KC=F
2015-03-03,134.14999389648438,134.14999389648438,134.14999389648438,126.25,126.25,10,coffee,KC=F
2015-03-04,129.3000030517578,130.6999969482422,129.0500030517578,134.0500030517578,134.0500030517578,24,coffee,KC=F
2015-03-05,133.5,133.9499969482422,133.1999969482422,131.5500030517578,131.5500030517578,6,coffee,KC=F
2015-03-06,131.64999389648438,131.9499969482422,131.64999389648438,136.5,136.5,2,coffee,KC=F
2015-03-09,136.5,136.5500030517578,131.5,133.64999389648438,133.64999389648438,9,coffee,KC=F
2015-03-10,133.10000610351562,133.10000610351562,133.10000610351562,131.6999969482422,131.6999969482422,1,coffee,KC=F
2015-03-11,128.39999389648438,128.39999389648438,128.39999389648438,128.39999389648438,128.39999389648438,1,coffee,KC=F
2015-03-12,130.25,130.25,130.25,128.85000610351562,128.85000610351562,1,coffee,KC=F
2015-03-13,126.44999694824219,126.44999694824219,126.44999694824219,126.44999694824219,126.44999694824219,9,coffee,KC=F
2015-03-16,133.35000610351562,134.75,132.0,134.89999389648438,134.89999389648438,5,coffee,KC=F
2015-03-17,134.0500030517578,134.0500030517578,132.60000610351562,133.9499969482422,133.9499969482422,12,coffee,KC=F
2015-03-18,134.4499969482422,137.0,131.4499969482422,136.25,136.25,10,coffee,KC=F
2015-03-19,136.35000610351562,136.35000610351562,136.35000610351562,140.0,140.0,22471,coffee,KC=F
2015-03-20,143.0,143.89999389648438,140.5,143.35000610351562,143.35000610351562,10879,coffee,KC=F
2015-03-23,142.0,144.3000030517578,139.39999389648438,141.85000610351562,141.85000610351562,9702,coffee,KC=F
2015-03-24,142.0,145.39999389648438,136.14999389648438,137.3000030517578,137.3000030517578,18840,coffee,KC=F
2015-03-25,137.3000030517578,142.35000610351562,136.0,139.9499969482422,139.9499969482422,18529,coffee,KC=F
2015-03-26,140.0,142.8000030517578,138.3000030517578,140.25,140.25,11532,coffee,KC=F
2015-03-27,139.75,140.8000030517578,136.5500030517578,138.1999969482422,138.1999969482422,12533,coffee,KC=F
2015-03-30,138.8000030517578,138.89999389648438,131.8000030517578,132.35000610351562,132.35000610351562,14592,coffee,KC=F
2015-03-31,133.0,135.9499969482422,131.89999389648438,132.89999389648438,132.89999389648438,17018,coffee,KC=F
2015-04-01,133.39999389648438,139.8000030517578,133.0500030517578,134.85000610351562,134.85000610351562,16922,coffee,KC=F
2015-04-02,134.14999389648438,141.4499969482422,134.0500030517578,140.89999389648438,140.89999389648438,29038,coffee,KC=F
2015-04-06,140.89999389648438,147.35000610351562,140.1999969482422,146.1999969482422,146.1999969482422,23862,coffee,KC=F
2015-04-07,145.5,145.75,141.1999969482422,141.9499969482422,141.9499969482422,17793,coffee,KC=F
2015-04-08,141.75,144.39999389648438,135.10000610351562,135.6999969482422,135.6999969482422,27443,coffee,KC=F
2015-04-09,135.89999389648438,137.89999389648438,133.60000610351562,137.4499969482422,137.4499969482422,28359,coffee,KC=F
2015-04-10,137.39999389648438,138.4499969482422,133.8000030517578,135.10000610351562,135.10000610351562,25516,coffee,KC=F
2015-04-13,135.14999389648438,138.10000610351562,132.9499969482422,133.75,133.75,25294,coffee,KC=F
2015-04-14,133.85000610351562,136.10000610351562,131.9499969482422,134.60000610351562,134.60000610351562,22382,coffee,KC=F
2015-04-15,134.60000610351562,138.0,133.85000610351562,135.8000030517578,135.8000030517578,17287,coffee,KC=F
2015-04-16,136.89999389648438,140.8000030517578,136.10000610351562,139.60000610351562,139.60000610351562,5851,coffee,KC=F
2015-04-17,139.39999389648438,141.25,137.8000030517578,138.6999969482422,138.6999969482422,9820,coffee,KC=F
2015-04-20,138.39999389648438,140.0,134.25,138.6999969482422,138.6999969482422,6438,coffee,KC=F
2015-04-21,139.1999969482422,142.6999969482422,138.1999969482422,140.3000030517578,140.3000030517578,6248,coffee,KC=F
2015-04-22,139.64999389648438,145.0,139.64999389648438,142.39999389648438,142.39999389648438,347,coffee,KC=F
2015-04-23,142.0500030517578,143.85000610351562,140.64999389648438,140.4499969482422,140.4499969482422,375,coffee,KC=F
2015-04-24,141.25,142.8000030517578,140.85000610351562,141.14999389648438,141.14999389648438,150,coffee,KC=F
2015-04-27,140.0,140.35000610351562,134.3000030517578,136.10000610351562,136.10000610351562,162,coffee,KC=F
2015-04-28,136.5500030517578,137.8000030517578,135.25,138.14999389648438,138.14999389648438,52,coffee,KC=F
2015-04-29,137.64999389648438,137.64999389648438,136.89999389648438,138.35000610351562,138.35000610351562,23,coffee,KC=F
2015-04-30,138.8000030517578,143.3000030517578,137.1999969482422,136.5500030517578,136.5500030517578,35,coffee,KC=F
2015-05-01,137.0,137.0,131.39999389648438,133.4499969482422,133.4499969482422,13,coffee,KC=F
2015-05-04,132.5,132.5,131.5,131.85000610351562,131.85000610351562,40,coffee,KC=F
2015-05-05,131.6999969482422,132.8000030517578,131.5,132.5500030517578,132.5500030517578,7,coffee,KC=F
2015-05-06,132.39999389648438,132.39999389648438,127.8499984741211,128.0500030517578,128.0500030517578,9,coffee,KC=F
2015-05-07,129.0500030517578,129.89999389648438,129.0500030517578,130.85000610351562,130.85000610351562,10,coffee,KC=F
2015-05-08,134.10000610351562,134.10000610351562,132.0,132.89999389648438,132.89999389648438,4,coffee,KC=F
2015-05-11,133.5,133.64999389648438,133.5,133.35000610351562,133.35000610351562,6,coffee,KC=F
2015-05-12,132.9499969482422,132.9499969482422,132.9499969482422,134.5,134.5,2,coffee,KC=F
2015-05-13,134.75,134.75,134.75,134.39999389648438,134.39999389648438,6,coffee,KC=F
2015-05-14,135.5,135.5,135.5,135.64999389648438,135.64999389648438,3,coffee,KC=F
2015-05-15,137.9499969482422,137.9499969482422,137.9499969482422,137.1999969482422,137.1999969482422,40,coffee,KC=F
2015-05-18,137.60000610351562,137.60000610351562,137.60000610351562,141.64999389648438,141.64999389648438,20811,coffee,KC=F
2015-05-19,143.0,143.85000610351562,138.1999969482422,139.85000610351562,139.85000610351562,19673,coffee,KC=F
2015-05-20,139.5500030517578,141.39999389648438,135.5500030517578,136.0,136.0,15826,coffee,KC=F
2015-05-21,136.14999389648438,136.75,127.8499984741211,128.4499969482422,128.4499969482422,30603,coffee,KC=F
2015-05-22,129.5,129.6999969482422,125.80000305175781,126.94999694824219,126.94999694824219,24579,coffee,KC=F
2015-05-26,128.0,128.60000610351562,123.6500015258789,124.05000305175781,124.05000305175781,25969,coffee,KC=F
2015-05-27,124.75,126.75,123.55000305175781,124.5,124.5,19063,coffee,KC=F
2015-05-28,124.94999694824219,127.05000305175781,123.80000305175781,125.1500015258789,125.1500015258789,13711,coffee,KC=F
2015-05-29,125.5999984741211,127.05000305175781,124.55000305175781,126.1500015258789,126.1500015258789,14579,coffee,KC=F
2015-06-01,128.1999969482422,132.14999389648438,128.14999389648438,129.8000030517578,129.8000030517578,22121,coffee,KC=F
2015-06-02,129.35000610351562,134.0,128.89999389648438,132.6999969482422,132.6999969482422,22519,coffee,KC=F
2015-06-03,132.6999969482422,135.14999389648438,130.60000610351562,134.3000030517578,134.3000030517578,24562,coffee,KC=F
2015-06-04,134.3000030517578,137.0,133.1999969482422,135.6999969482422,135.6999969482422,17589,coffee,KC=F
2015-06-05,135.0,136.39999389648438,132.89999389648438,135.10000610351562,135.10000610351562,21961,coffee,KC=F
2015-06-08,135.0,137.39999389648438,134.1999969482422,136.5500030517578,136.5500030517578,26082,coffee,KC=F
2015-06-09,136.4499969482422,137.6999969482422,133.5500030517578,137.35000610351562,137.35000610351562,26525,coffee,KC=F
2015-06-10,137.5500030517578,138.85000610351562,135.5500030517578,136.4499969482422,136.4499969482422,25107,coffee,KC=F
2015-06-11,135.39999389648438,135.6999969482422,131.1999969482422,132.0,132.0,30077,coffee,KC=F
2015-06-12,132.0,135.35000610351562,130.60000610351562,132.0500030517578,132.0500030517578,21384,coffee,KC=F
2015-06-15,131.0500030517578,131.60000610351562,127.19999694824219,127.80000305175781,127.80000305175781,25243,coffee,KC=F
2015-06-16,128.75,130.35000610351562,127.9000015258789,129.35000610351562,129.35000610351562,9708,coffee,KC=F
2015-06-17,129.0,130.0,126.44999694824219,126.6500015258789,126.6500015258789,13820,coffee,KC=F
2015-06-18,127.55000305175781,130.1999969482422,126.5999984741211,128.6999969482422,128.6999969482422,14438,coffee,KC=F
2015-06-19,128.75,129.8000030517578,124.80000305175781,127.1500015258789,127.1500015258789,12761,coffee,KC=F
2015-06-22,127.0,130.5,126.6500015258789,130.35000610351562,130.35000610351562,623,coffee,KC=F
2015-06-23,129.64999389648438,132.5,126.8499984741211,127.69999694824219,127.69999694824219,174,coffee,KC=F
2015-06-24,128.39999389648438,133.85000610351562,127.9000015258789,133.3000030517578,133.3000030517578,220,coffee,KC=F
