date,location,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
2017-10-15,Colombia_Huila,29.3,19.8,0.0,14.0
2017-10-16,Colombia_Huila,29.6,19.0,3.4,13.0
2017-10-17,Colombia_Huila,28.0,20.2,0.4,14.3
2017-10-18,Colombia_Huila,31.3,20.0,0.1,14.1
2017-10-19,Colombia_Huila,31.3,20.3,0.0,15.3
2017-10-20,Colombia_Huila,30.2,20.4,0.0,14.3
2017-10-21,Colombia_Huila,30.5,21.0,0.1,13.4
2017-10-22,Colombia_Huila,26.4,19.1,24.7,15.1
2017-10-23,Colombia_Huila,27.3,20.2,2.2,15.5
2017-10-24,Colombia_Huila,24.6,17.9,0.2,17.8
2017-10-25,Colombia_Huila,28.7,17.8,0.0,14.5
2017-10-26,Colombia_Huila,26.6,18.6,1.3,9.5
2017-10-27,Colombia_Huila,29.4,18.5,0.4,11.3
2017-10-28,Colombia_Huila,25.6,18.6,5.3,14.3
2017-10-29,Colombia_Huila,23.9,18.0,9.7,16.6
2017-10-30,Colombia_Huila,24.5,17.4,14.2,9.3
2017-10-31,Colombia_Huila,25.2,17.0,0.7,9.5
2017-11-01,Colombia_Huila,25.2,19.1,1.9,16.1
2017-11-02,Colombia_Huila,26.9,18.2,0.5,10.5
2017-11-03,Colombia_Huila,26.0,19.2,1.0,11.8
2017-11-04,Colombia_Huila,24.5,18.1,35.8,16.2
2017-11-05,Colombia_Huila,25.8,17.8,1.4,10.7
2017-11-06,Colombia_Huila,24.4,17.7,7.8,11.8
2017-11-07,Colombia_Huila,26.5,17.9,9.0,7.4
2017-11-08,Colombia_Huila,25.3,18.0,18.6,10.6
2017-11-09,Colombia_Huila,23.6,18.0,6.5,9.9
2017-11-10,Colombia_Huila,25.0,18.1,2.8,13.3
2017-11-11,Colombia_Huila,24.3,18.1,9.3,9.8
2017-11-12,Colombia_Huila,26.4,18.1,0.3,12.0
2017-11-13,Colombia_Huila,25.6,18.1,0.1,11.8
2017-11-14,Colombia_Huila,28.2,18.1,0.9,8.4
2017-11-15,Colombia_Huila,24.6,18.3,12.1,6.8
2017-11-16,Colombia_Huila,24.6,18.4,9.4,10.1
2017-11-17,Colombia_Huila,24.4,18.2,16.1,12.1
2017-11-18,Colombia_Huila,25.0,18.2,12.5,13.3
2017-11-19,Colombia_Huila,23.4,17.4,7.3,11.4
2017-11-20,Colombia_Huila,23.1,17.5,3.9,10.7
2017-11-21,Colombia_Huila,23.9,17.5,0.3,8.7
2017-11-22,Colombia_Huila,24.9,16.7,0.4,12.6
2017-11-23,Colombia_Huila,24.6,17.7,0.8,9.3
2017-11-24,Colombia_Huila,23.7,18.2,0.0,9.1
2017-11-25,Colombia_Huila,23.3,17.7,0.1,15.7
2017-11-26,Colombia_Huila,27.4,17.7,0.5,10.0
2017-11-27,Colombia_Huila,26.1,18.1,2.0,9.5
2017-11-28,Colombia_Huila,26.9,17.9,0.3,9.3
2017-11-29,Colombia_Huila,28.7,18.6,0.2,11.8
2017-11-30,Colombia_Huila,26.9,17.9,0.0,13.2
2017-12-01,Colombia_Huila,26.1,19.0,1.6,13.0
2017-12-02,Colombia_Huila,25.6,18.4,1.4,12.5
2017-12-03,Colombia_Huila,25.5,17.7,4.9,10.4
2017-12-04,Colombia_Huila,26.2,18.1,2.3,10.0
2017-12-05,Colombia_Huila,29.0,18.3,0.0,10.5
2017-12-06,Colombia_Huila,30.9,18.8,0.0,8.3
2017-12-07,Colombia_Huila,29.8,17.8,0.0,12.1
2017-12-08,Colombia_Huila,28.5,18.9,0.0,11.1
2017-12-09,Colombia_Huila,28.1,18.8,4.0,8.0
2017-12-10,Colombia_Huila,25.7,18.4,5.0,17.1
2017-12-11,Colombia_Huila,25.7,18.3,8.6,13.9
2017-12-12,Colombia_Huila,22.0,18.4,15.0,7.9
2017-12-13,Colombia_Huila,23.9,18.1,1.6,14.8
2017-12-14,Colombia_Huila,25.4,18.0,2.9,9.4
2017-12-15,Colombia_Huila,26.7,16.2,0.0,10.4
2017-12-16,Colombia_Huila,25.5,17.0,0.0,10.9
2017-12-17,Colombia_Huila,27.2,17.8,0.0,10.5
2017-12-18,Colombia_Huila,27.3,18.5,0.0,11.3
2017-12-19,Colombia_Huila,26.6,18.2,0.0,13.5
2017-12-20,Colombia_Huila,27.7,18.8,0.4,11.2
2017-12-21,Colombia_Huila,26.8,20.0,0.1,10.8
2017-12-22,Colombia_Huila,27.4,19.4,0.3,10.6
2017-12-23,Colombia_Huila,27.5,18.7,1.3,13.4
2017-12-24,Colombia_Huila,27.7,18.8,1.3,14.9
2017-12-25,Colombia_Huila,25.1,18.6,1.1,13.3
2017-12-26,Colombia_Huila,23.4,17.6,23.9,13.6
2017-12-27,Colombia_Huila,23.8,17.6,0.7,9.2
2017-12-28,Colombia_Huila,25.6,17.5,0.3,10.4
2017-12-29,Colombia_Huila,24.9,18.0,4.8,9.9
2017-12-30,Colombia_Huila,24.6,17.7,7.1,12.1
2017-12-31,Colombia_Huila,24.0,18.4,1.5,13.2
2018-01-01,Colombia_Huila,22.2,17.9,9.5,10.0
2018-01-02,Colombia_Huila,24.6,17.3,3.8,11.4
2018-01-03,Colombia_Huila,25.2,17.2,0.8,10.2
2018-01-04,Colombia_Huila,25.0,17.6,2.2,9.8
2018-01-05,Colombia_Huila,24.8,17.3,11.4,8.2
2018-01-06,Colombia_Huila,24.2,17.5,5.4,9.2
2018-01-07,Colombia_Huila,24.1,17.2,0.0,12.4
2018-01-08,Colombia_Huila,25.3,17.1,4.0,10.3
2018-01-09,Colombia_Huila,23.1,17.8,2.6,9.3
2018-01-10,Colombia_Huila,25.0,17.5,10.1,7.2
2018-01-11,Colombia_Huila,24.5,17.1,6.5,8.2
2018-01-12,Colombia_Huila,24.5,17.0,3.9,12.6
2018-01-13,Colombia_Huila,23.5,17.0,3.0,9.4
2018-01-14,Colombia_Huila,23.8,16.6,0.7,9.3
2018-01-15,Colombia_Huila,22.8,17.3,3.3,10.1
2018-01-16,Colombia_Huila,25.4,16.9,0.1,11.3
2018-01-17,Colombia_Huila,25.1,17.0,0.1,8.8
2018-01-18,Colombia_Huila,23.5,16.5,0.4,11.8
2018-01-19,Colombia_Huila,24.5,16.4,0.0,10.7
2018-01-20,Colombia_Huila,25.8,17.0,0.2,14.2
2018-01-21,Colombia_Huila,26.0,18.6,0.0,13.5
2018-01-22,Colombia_Huila,27.1,18.5,0.0,13.0
2018-01-23,Colombia_Huila,25.6,17.9,0.0,14.8
2018-01-24,Colombia_Huila,28.5,17.3,0.0,13.1
2018-01-25,Colombia_Huila,28.1,18.4,0.0,12.9
2018-01-26,Colombia_Huila,27.9,19.5,0.0,12.6
2018-01-27,Colombia_Huila,27.8,18.5,0.0,9.1
2018-01-28,Colombia_Huila,26.4,19.4,0.5,10.8
2018-01-29,Colombia_Huila,28.9,19.1,0.2,10.3
2018-01-30,Colombia_Huila,29.1,20.2,0.2,11.2
2018-01-31,Colombia_Huila,28.4,19.0,0.3,8.3
2018-02-01,Colombia_Huila,29.2,19.3,0.5,9.1
2018-02-02,Colombia_Huila,30.2,20.2,0.8,13.5
2018-02-03,Colombia_Huila,26.4,18.5,28.2,16.1
2018-02-04,Colombia_Huila,24.5,18.1,3.8,10.4
2018-02-05,Colombia_Huila,24.7,18.4,6.3,7.6
2018-02-06,Colombia_Huila,23.8,17.9,17.0,9.8
2018-02-07,Colombia_Huila,24.6,17.9,1.5,8.2
2018-02-08,Colombia_Huila,24.7,19.0,3.4,6.9
2018-02-09,Colombia_Huila,24.8,18.4,6.4,6.9
2018-02-10,Colombia_Huila,26.5,18.9,0.5,7.1
2018-02-11,Colombia_Huila,27.1,18.5,0.0,9.3
2018-02-12,Colombia_Huila,26.6,17.8,0.0,9.7
2018-02-13,Colombia_Huila,23.4,17.7,0.5,11.3
2018-02-14,Colombia_Huila,23.3,18.5,1.4,10.4
2018-02-15,Colombia_Huila,24.7,17.0,1.1,10.0
2018-02-16,Colombia_Huila,26.2,17.8,0.7,12.0
2018-02-17,Colombia_Huila,27.7,18.0,0.4,9.8
2018-02-18,Colombia_Huila,24.4,18.3,2.1,12.9
2018-02-19,Colombia_Huila,23.6,18.1,18.8,9.0
2018-02-20,Colombia_Huila,23.9,17.5,30.6,7.2
2018-02-21,Colombia_Huila,23.1,17.4,3.2,8.6
2018-02-22,Colombia_Huila,23.0,17.9,8.5,9.2
2018-02-23,Colombia_Huila,23.5,16.9,8.0,12.3
2018-02-24,Colombia_Huila,22.9,16.9,16.1,12.7
2018-02-25,Colombia_Huila,22.8,17.0,6.3,13.5
2018-02-26,Colombia_Huila,25.5,16.7,1.4,13.8
2018-02-27,Colombia_Huila,25.0,16.7,0.7,12.1
2018-02-28,Colombia_Huila,25.2,17.5,1.6,9.2
2018-03-01,Colombia_Huila,23.6,17.9,0.4,14.0
2018-03-02,Colombia_Huila,23.7,17.6,26.7,10.5
2018-03-03,Colombia_Huila,24.1,17.5,12.9,9.5
2018-03-04,Colombia_Huila,25.6,17.0,0.0,12.2
2018-03-05,Colombia_Huila,22.7,17.6,2.6,9.4
2018-03-06,Colombia_Huila,23.0,17.0,1.1,9.5
2018-03-07,Colombia_Huila,24.0,17.1,0.0,12.6
2018-03-08,Colombia_Huila,26.4,18.5,0.0,12.2
2018-03-09,Colombia_Huila,27.0,17.5,0.0,11.4
2018-03-10,Colombia_Huila,28.4,17.8,0.0,12.3
2018-03-11,Colombia_Huila,28.4,18.8,0.1,10.2
2018-03-12,Colombia_Huila,29.5,19.0,0.0,12.6
2018-03-13,Colombia_Huila,29.5,18.5,0.0,10.8
2018-03-14,Colombia_Huila,28.6,18.0,0.0,10.8
2018-03-15,Colombia_Huila,26.7,19.7,0.1,10.2
2018-03-16,Colombia_Huila,28.0,17.7,1.1,15.7
2018-03-17,Colombia_Huila,29.8,17.3,0.0,9.0
2018-03-18,Colombia_Huila,26.9,18.1,2.7,11.8
2018-03-19,Colombia_Huila,26.8,18.3,28.4,10.0
2018-03-20,Colombia_Huila,26.7,18.2,0.1,11.7
2018-03-21,Colombia_Huila,27.8,18.6,0.1,13.9
2018-03-22,Colombia_Huila,27.8,18.9,0.0,14.1
2018-03-23,Colombia_Huila,27.6,18.4,0.3,11.2
2018-03-24,Colombia_Huila,24.3,18.0,7.2,11.3
2018-03-25,Colombia_Huila,25.7,17.8,0.2,10.1
2018-03-26,Colombia_Huila,25.6,17.9,6.9,10.5
2018-03-27,Colombia_Huila,25.8,18.9,2.4,9.2
2018-03-28,Colombia_Huila,25.3,18.5,2.1,10.4
2018-03-29,Colombia_Huila,24.6,18.5,10.5,14.3
2018-03-30,Colombia_Huila,25.4,18.4,0.6,9.1
2018-03-31,Colombia_Huila,25.0,18.0,1.0,8.1
2018-04-01,Colombia_Huila,23.4,18.1,3.7,9.7
2018-04-02,Colombia_Huila,24.7,17.6,12.3,8.5
2018-04-03,Colombia_Huila,23.1,17.4,16.5,9.4
2018-04-04,Colombia_Huila,23.2,18.0,4.9,6.3
2018-04-05,Colombia_Huila,24.7,17.5,1.5,10.1
2018-04-06,Colombia_Huila,22.2,17.3,13.8,10.8
2018-04-07,Colombia_Huila,24.3,17.5,1.5,12.8
2018-04-08,Colombia_Huila,25.2,17.1,4.8,9.4
2018-04-09,Colombia_Huila,25.7,17.6,2.2,10.0
2018-04-10,Colombia_Huila,23.7,18.0,3.8,8.9
2018-04-11,Colombia_Huila,24.8,17.8,5.6,10.7
2018-04-12,Colombia_Huila,23.6,18.0,7.2,14.2
2018-04-13,Colombia_Huila,25.0,18.0,2.2,6.7
2018-04-14,Colombia_Huila,22.3,17.6,16.1,7.2
2018-04-15,Colombia_Huila,26.9,16.6,0.1,14.8
2018-04-16,Colombia_Huila,25.7,17.8,0.0,18.4
2018-04-17,Colombia_Huila,24.1,18.4,1.2,9.5
2018-04-18,Colombia_Huila,25.5,18.6,0.1,14.5
2018-04-19,Colombia_Huila,22.9,18.9,2.1,14.1
2018-04-20,Colombia_Huila,23.6,17.4,9.1,14.0
2018-04-21,Colombia_Huila,23.8,18.3,0.0,12.0
2018-04-22,Colombia_Huila,25.2,17.8,0.1,12.2
2018-04-23,Colombia_Huila,24.7,17.7,5.3,14.9
2018-04-24,Colombia_Huila,25.8,17.9,0.0,14.2
2018-04-25,Colombia_Huila,23.7,18.1,5.6,9.8
2018-04-26,Colombia_Huila,24.1,18.6,4.7,15.5
2018-04-27,Colombia_Huila,23.9,18.2,1.7,10.7
2018-04-28,Colombia_Huila,26.0,17.4,0.4,13.4
2018-04-29,Colombia_Huila,21.7,17.7,16.1,8.0
2018-04-30,Colombia_Huila,25.0,15.9,0.1,16.0
2018-05-01,Colombia_Huila,23.4,17.7,4.8,13.4
2018-05-02,Colombia_Huila,24.1,17.6,8.6,13.0
2018-05-03,Colombia_Huila,26.7,17.8,0.0,17.5
2018-05-04,Colombia_Huila,23.3,18.1,1.0,10.5
2018-05-05,Colombia_Huila,25.3,17.6,1.7,12.4
2018-05-06,Colombia_Huila,23.5,18.2,0.9,11.4
2018-05-07,Colombia_Huila,22.6,18.4,19.5,6.6
2018-05-08,Colombia_Huila,21.3,17.5,4.3,10.0
2018-05-09,Colombia_Huila,23.3,17.2,2.6,11.6
2018-05-10,Colombia_Huila,23.4,16.7,5.0,10.0
2018-05-11,Colombia_Huila,24.8,16.8,0.1,11.4
2018-05-12,Colombia_Huila,26.0,17.6,0.0,14.1
2018-05-13,Colombia_Huila,24.0,17.9,1.8,10.9
2018-05-14,Colombia_Huila,24.5,17.7,0.4,10.7
2018-05-15,Colombia_Huila,22.8,17.8,0.3,16.1
2018-05-16,Colombia_Huila,25.5,16.8,1.2,15.0
2018-05-17,Colombia_Huila,25.0,17.6,1.4,16.6
2018-05-18,Colombia_Huila,25.5,17.9,4.2,14.2
2018-05-19,Colombia_Huila,25.6,17.3,0.8,11.3
2018-05-20,Colombia_Huila,24.2,17.8,2.0,13.0
2018-05-21,Colombia_Huila,23.8,18.0,20.8,12.1
2018-05-22,Colombia_Huila,25.3,17.4,0.0,15.5
2018-05-23,Colombia_Huila,21.6,18.0,26.8,10.8
2018-05-24,Colombia_Huila,21.9,17.7,2.0,12.7
2018-05-25,Colombia_Huila,22.0,17.9,3.9,16.5
2018-05-26,Colombia_Huila,21.8,17.2,13.0,16.9
2018-05-27,Colombia_Huila,23.8,18.0,0.4,17.1
2018-05-28,Colombia_Huila,20.9,18.1,9.8,9.2
2018-05-29,Colombia_Huila,25.3,17.0,0.0,16.0
2018-05-30,Colombia_Huila,24.0,17.7,0.5,16.6
2018-05-31,Colombia_Huila,23.9,18.0,1.2,13.1
2018-06-01,Colombia_Huila,24.7,18.4,0.8,14.0
2018-06-02,Colombia_Huila,24.7,17.7,0.5,15.3
2018-06-03,Colombia_Huila,23.3,17.4,6.5,14.4
2018-06-04,Colombia_Huila,23.2,18.4,1.9,15.5
2018-06-05,Colombia_Huila,24.0,17.7,11.8,15.2
2018-06-06,Colombia_Huila,25.9,18.1,0.3,17.2
2018-06-07,Colombia_Huila,27.5,18.1,0.0,14.8
2018-06-08,Colombia_Huila,26.9,18.7,0.7,16.7
2018-06-09,Colombia_Huila,24.0,18.1,7.4,15.3
2018-06-10,Colombia_Huila,23.1,18.5,3.9,15.2
2018-06-11,Colombia_Huila,24.5,17.6,6.4,16.6
2018-06-12,Colombia_Huila,26.1,17.0,0.7,13.7
2018-06-13,Colombia_Huila,26.4,17.6,0.0,15.9
2018-06-14,Colombia_Huila,25.2,17.3,5.5,12.6
2018-06-15,Colombia_Huila,24.0,17.9,1.2,13.4
2018-06-16,Colombia_Huila,25.7,17.1,5.3,14.8
2018-06-17,Colombia_Huila,23.4,17.3,3.7,19.7
2018-06-18,Colombia_Huila,25.5,17.2,0.0,18.8
2018-06-19,Colombia_Huila,25.4,18.2,0.6,19.6
2018-06-20,Colombia_Huila,26.2,17.9,0.0,17.1
2018-06-21,Colombia_Huila,25.8,18.4,0.2,16.2
2018-06-22,Colombia_Huila,26.9,17.6,0.0,17.3
2018-06-23,Colombia_Huila,28.0,18.1,0.0,17.7
2018-06-24,Colombia_Huila,25.7,17.7,0.0,17.5
2018-06-25,Colombia_Huila,26.5,17.3,1.4,13.2
2018-06-26,Colombia_Huila,24.2,18.0,2.4,13.8
2018-06-27,Colombia_Huila,27.0,17.6,0.1,16.9
2018-06-28,Colombia_Huila,24.9,16.8,5.9,20.9
2018-06-29,Colombia_Huila,26.7,16.8,0.0,16.3
2018-06-30,Colombia_Huila,26.1,16.7,0.9,14.0
2018-07-01,Colombia_Huila,27.2,17.4,5.6,14.6
2018-07-02,Colombia_Huila,27.0,15.9,0.0,16.6
2018-07-03,Colombia_Huila,26.2,17.7,0.0,12.4
2018-07-04,Colombia_Huila,26.4,18.2,0.1,17.3
2018-07-05,Colombia_Huila,26.6,17.5,0.1,15.5
2018-07-06,Colombia_Huila,27.2,17.5,0.1,18.8
2018-07-07,Colombia_Huila,26.5,17.9,0.7,15.5
2018-07-08,Colombia_Huila,27.0,17.8,0.1,12.5
2018-07-09,Colombia_Huila,26.4,17.7,1.2,17.7
2018-07-10,Colombia_Huila,25.0,18.5,1.5,15.5
2018-07-11,Colombia_Huila,27.0,17.5,1.1,20.2
2018-07-12,Colombia_Huila,27.1,19.0,1.3,15.9
2018-07-13,Colombia_Huila,26.5,17.0,0.9,19.0
2018-07-14,Colombia_Huila,27.5,16.7,3.5,13.9
2018-07-15,Colombia_Huila,26.6,17.8,1.3,18.3
2018-07-16,Colombia_Huila,27.1,17.2,1.0,13.1
2018-07-17,Colombia_Huila,26.6,17.5,0.0,14.1
2018-07-18,Colombia_Huila,26.9,17.2,6.3,15.2
2018-07-19,Colombia_Huila,28.1,18.5,0.2,15.2
2018-07-20,Colombia_Huila,26.9,18.9,0.3,14.6
2018-07-21,Colombia_Huila,26.8,18.9,1.6,14.5
2018-07-22,Colombia_Huila,27.0,18.5,2.0,16.3
2018-07-23,Colombia_Huila,27.8,18.8,0.1,17.0
2018-07-24,Colombia_Huila,25.0,17.7,4.0,13.3
2018-07-25,Colombia_Huila,28.8,17.8,0.0,17.5
2018-07-26,Colombia_Huila,26.6,18.7,0.7,19.8
2018-07-27,Colombia_Huila,23.9,18.7,8.1,14.6
2018-07-28,Colombia_Huila,27.8,18.4,0.4,17.6
2018-07-29,Colombia_Huila,26.7,18.0,0.0,18.0
2018-07-30,Colombia_Huila,26.3,17.4,0.5,16.6
2018-07-31,Colombia_Huila,24.8,17.4,18.8,13.0
2018-08-01,Colombia_Huila,26.9,17.8,0.2,18.8
2018-08-02,Colombia_Huila,28.8,18.2,0.0,13.8
2018-08-03,Colombia_Huila,28.3,17.6,0.0,14.5
2018-08-04,Colombia_Huila,26.7,18.5,1.2,15.7
2018-08-05,Colombia_Huila,27.1,17.2,0.3,9.8
2018-08-06,Colombia_Huila,28.1,18.0,0.5,15.9
2018-08-07,Colombia_Huila,29.0,18.9,0.1,19.4
2018-08-08,Colombia_Huila,29.2,18.3,0.1,15.8
2018-08-09,Colombia_Huila,27.8,17.3,1.1,14.2
2018-08-10,Colombia_Huila,28.9,16.8,4.6,12.1
2018-08-11,Colombia_Huila,29.6,16.7,0.1,16.9
2018-08-12,Colombia_Huila,29.3,18.4,0.3,14.3
2018-08-13,Colombia_Huila,27.8,18.0,0.0,16.6
2018-08-14,Colombia_Huila,27.1,19.2,0.0,13.3
2018-08-15,Colombia_Huila,29.3,18.4,0.0,13.7
2018-08-16,Colombia_Huila,30.2,18.5,0.1,13.7
2018-08-17,Colombia_Huila,29.3,18.4,0.0,16.6
2018-08-18,Colombia_Huila,27.4,19.2,0.4,15.0
2018-08-19,Colombia_Huila,29.9,18.3,0.2,14.6
2018-08-20,Colombia_Huila,28.1,18.8,1.1,15.9
2018-08-21,Colombia_Huila,27.7,19.0,0.0,14.8
2018-08-22,Colombia_Huila,28.8,17.7,0.5,19.9
2018-08-23,Colombia_Huila,29.8,18.6,0.1,15.5
2018-08-24,Colombia_Huila,30.4,19.6,0.0,16.4
2018-08-25,Colombia_Huila,29.7,19.5,0.2,15.1
2018-08-26,Colombia_Huila,29.0,18.9,0.0,14.2
2018-08-27,Colombia_Huila,29.5,18.8,0.7,17.6
2018-08-28,Colombia_Huila,29.0,18.7,0.4,17.0
2018-08-29,Colombia_Huila,28.7,19.3,0.0,15.6
2018-08-30,Colombia_Huila,30.6,19.4,0.0,17.7
2018-08-31,Colombia_Huila,30.7,19.3,0.0,17.7
2018-09-01,Colombia_Huila,31.4,19.5,0.0,15.1
2018-09-02,Colombia_Huila,31.1,19.5,0.0,18.7
2018-09-03,Colombia_Huila,30.6,19.4,0.0,17.3
2018-09-04,Colombia_Huila,27.0,20.2,1.0,20.0
2018-09-05,Colombia_Huila,28.6,20.8,0.0,23.5
2018-09-06,Colombia_Huila,29.4,18.5,0.0,20.3
2018-09-07,Colombia_Huila,30.2,19.3,0.0,22.4
2018-09-08,Colombia_Huila,30.8,19.8,0.0,18.1
2018-09-09,Colombia_Huila,28.7,19.2,0.4,18.3
2018-09-10,Colombia_Huila,31.5,19.7,0.1,16.6
2018-09-11,Colombia_Huila,31.4,19.3,0.0,17.0
2018-09-12,Colombia_Huila,32.1,19.0,0.0,21.0
2018-09-13,Colombia_Huila,31.8,20.8,0.0,15.5
2018-09-14,Colombia_Huila,26.1,18.8,1.1,13.6
2018-09-15,Colombia_Huila,27.9,18.2,6.0,8.8
2018-09-16,Colombia_Huila,26.2,18.1,12.3,13.2
2018-09-17,Colombia_Huila,30.2,15.8,0.0,9.8
2018-09-18,Colombia_Huila,30.5,18.9,0.0,13.8
2018-09-19,Colombia_Huila,30.6,19.1,0.0,15.0
2018-09-20,Colombia_Huila,32.1,19.1,0.0,15.9
2018-09-21,Colombia_Huila,31.5,18.7,0.0,14.9
2018-09-22,Colombia_Huila,30.5,20.2,0.0,15.9
2018-09-23,Colombia_Huila,30.8,19.9,0.5,15.4
2018-09-24,Colombia_Huila,31.7,19.9,0.1,13.5
2018-09-25,Colombia_Huila,31.3,19.3,0.0,13.1
2018-09-26,Colombia_Huila,30.4,20.1,0.0,16.6
2018-09-27,Colombia_Huila,31.2,19.8,0.0,16.1
2018-09-28,Colombia_Huila,31.4,19.8,0.3,14.7
2018-09-29,Colombia_Huila,32.7,20.3,0.0,15.1
2018-09-30,Colombia_Huila,31.6,21.7,0.0,13.8
2018-10-01,Colombia_Huila,33.0,20.7,0.4,15.5
2018-10-02,Colombia_Huila,31.7,20.5,0.8,14.6
2018-10-03,Colombia_Huila,31.7,19.5,2.1,17.0
2018-10-04,Colombia_Huila,28.3,19.0,3.6,12.5
2018-10-05,Colombia_Huila,28.7,19.5,0.8,14.2
2018-10-06,Colombia_Huila,24.7,18.7,4.7,10.8
2018-10-07,Colombia_Huila,26.3,18.6,0.4,11.6
2018-10-08,Colombia_Huila,26.5,17.7,1.3,10.1
2018-10-09,Colombia_Huila,27.5,17.8,7.0,11.0
2018-10-10,Colombia_Huila,26.2,18.0,10.8,12.0
2018-10-11,Colombia_Huila,23.4,18.2,18.6,11.5
2018-10-12,Colombia_Huila,26.0,18.0,1.3,8.7
2018-10-13,Colombia_Huila,25.5,17.5,17.7,11.0
2018-10-14,Colombia_Huila,25.8,17.9,11.5,9.3
2018-10-15,Colombia_Huila,25.9,17.7,6.1,11.6
2018-10-16,Colombia_Huila,25.8,17.8,2.9,9.4
2018-10-17,Colombia_Huila,26.2,18.2,0.0,8.8
2018-10-18,Colombia_Huila,25.6,18.6,0.0,13.2
2018-10-19,Colombia_Huila,26.7,18.2,2.3,12.4
2018-10-20,Colombia_Huila,27.5,19.0,1.5,11.2
2018-10-21,Colombia_Huila,25.4,18.7,2.8,12.3
2018-10-22,Colombia_Huila,26.0,18.6,2.1,13.3
2018-10-23,Colombia_Huila,25.9,18.0,4.1,13.8
2018-10-24,Colombia_Huila,25.5,18.6,1.7,14.3
2018-10-25,Colombia_Huila,24.7,18.3,12.5,12.6
2018-10-26,Colombia_Huila,24.7,17.5,1.9,7.6
2018-10-27,Colombia_Huila,25.9,18.5,1.5,13.1
2018-10-28,Colombia_Huila,27.9,17.4,0.0,9.8
2018-10-29,Colombia_Huila,24.6,18.3,0.1,10.1
2018-10-30,Colombia_Huila,27.6,17.7,0.1,10.2
2018-10-31,Colombia_Huila,29.5,18.3,0.0,15.0
2018-11-01,Colombia_Huila,29.2,19.3,0.4,15.8
2018-11-02,Colombia_Huila,29.0,19.2,0.0,12.8
2018-11-03,Colombia_Huila,28.4,18.0,1.6,12.3
2018-11-04,Colombia_Huila,26.3,18.7,2.9,12.5
2018-11-05,Colombia_Huila,25.4,18.9,2.8,15.1
2018-11-06,Colombia_Huila,25.6,18.1,2.5,10.9
2018-11-07,Colombia_Huila,25.8,17.6,17.3,9.4
2018-11-08,Colombia_Huila,27.6,18.5,1.0,13.3
2018-11-09,Colombia_Huila,25.1,18.5,1.1,12.5
2018-11-10,Colombia_Huila,26.6,18.5,3.4,9.6
2018-11-11,Colombia_Huila,25.8,18.8,4.6,7.9
2018-11-12,Colombia_Huila,27.9,18.1,0.7,13.0
2018-11-13,Colombia_Huila,26.6,18.6,0.8,10.0
2018-11-14,Colombia_Huila,26.2,18.9,0.7,11.2
2018-11-15,Colombia_Huila,27.4,18.8,3.2,12.4
2018-11-16,Colombia_Huila,27.5,19.6,0.8,9.2
2018-11-17,Colombia_Huila,28.2,18.9,0.5,10.0
2018-11-18,Colombia_Huila,29.5,19.4,1.9,9.7
2018-11-19,Colombia_Huila,26.6,19.1,6.0,9.8
2018-11-20,Colombia_Huila,27.3,19.2,1.1,9.7
2018-11-21,Colombia_Huila,26.7,18.8,1.9,8.0
2018-11-22,Colombia_Huila,27.5,18.7,7.6,13.2
2018-11-23,Colombia_Huila,26.6,19.4,1.9,17.8
2018-11-24,Colombia_Huila,25.9,18.8,12.7,12.1
2018-11-25,Colombia_Huila,26.7,18.1,3.2,7.2
2018-11-26,Colombia_Huila,27.9,18.1,8.6,8.5
2018-11-27,Colombia_Huila,24.8,18.6,2.5,13.8
2018-11-28,Colombia_Huila,25.2,18.5,2.4,14.1
2018-11-29,Colombia_Huila,26.7,18.7,2.0,10.7
2018-11-30,Colombia_Huila,25.1,18.6,3.7,11.7
2018-12-01,Colombia_Huila,25.4,18.2,4.8,11.8
2018-12-02,Colombia_Huila,25.9,17.9,1.0,13.3
2018-12-03,Colombia_Huila,25.0,18.0,1.0,14.1
2018-12-04,Colombia_Huila,25.4,18.1,1.1,13.8
2018-12-05,Colombia_Huila,24.7,18.1,7.1,15.5
2018-12-06,Colombia_Huila,23.0,17.5,2.1,15.2
2018-12-07,Colombia_Huila,27.2,17.3,4.4,12.4
2018-12-08,Colombia_Huila,27.4,17.8,0.1,12.3
2018-12-09,Colombia_Huila,27.6,17.4,0.0,11.2
2018-12-10,Colombia_Huila,29.2,18.3,0.9,13.7
2018-12-11,Colombia_Huila,29.1,19.1,0.0,12.6
2018-12-12,Colombia_Huila,28.3,19.1,0.0,15.5
2018-12-13,Colombia_Huila,27.3,18.3,1.3,13.3
2018-12-14,Colombia_Huila,27.1,18.5,0.0,13.0
2018-12-15,Colombia_Huila,28.7,18.0,0.0,11.2
2018-12-16,Colombia_Huila,30.5,18.1,0.0,11.3
2018-12-17,Colombia_Huila,30.7,19.2,0.0,13.6
2018-12-18,Colombia_Huila,28.6,19.6,0.2,14.3
2018-12-19,Colombia_Huila,29.6,18.9,0.2,15.9
2018-12-20,Colombia_Huila,29.9,19.4,0.0,12.2
2018-12-21,Colombia_Huila,28.0,18.6,0.8,13.7
2018-12-22,Colombia_Huila,30.0,18.7,0.0,8.3
2018-12-23,Colombia_Huila,30.2,18.6,0.0,14.6
2018-12-24,Colombia_Huila,28.2,20.0,0.0,12.1
