date,location,temperature_2m_max,temperature_2m_min,precipitation_sum,wind_speed_10m_max
2015-01-01,Brazil_EspiritoSanto,32.4,20.8,0.0,14.5
2015-01-02,Brazil_EspiritoSanto,33.2,21.3,0.0,14.3
2015-01-03,Brazil_EspiritoSanto,32.2,21.9,0.0,15.7
2015-01-04,Brazil_EspiritoSanto,31.6,22.3,0.0,15.6
2015-01-05,Brazil_EspiritoSanto,31.8,21.7,0.0,16.5
2015-01-06,Brazil_EspiritoSanto,28.6,21.9,2.4,13.7
2015-01-07,Brazil_EspiritoSanto,30.5,21.1,0.6,15.0
2015-01-08,Brazil_EspiritoSanto,29.0,21.2,0.2,14.0
2015-01-09,Brazil_EspiritoSanto,31.0,21.5,0.2,14.1
2015-01-10,Brazil_EspiritoSanto,30.5,21.5,0.2,13.0
2015-01-11,Brazil_EspiritoSanto,32.3,21.1,0.0,15.9
2015-01-12,Brazil_EspiritoSanto,32.8,22.5,0.0,17.3
2015-01-13,Brazil_EspiritoSanto,32.0,22.5,0.0,18.0
2015-01-14,Brazil_EspiritoSanto,31.7,21.8,0.0,17.7
2015-01-15,Brazil_EspiritoSanto,30.4,21.8,0.0,15.0
2015-01-16,Brazil_EspiritoSanto,29.9,21.9,0.2,14.3
2015-01-17,Brazil_EspiritoSanto,32.2,21.5,0.0,16.7
2015-01-18,Brazil_EspiritoSanto,33.1,22.2,0.0,17.4
2015-01-19,Brazil_EspiritoSanto,32.9,22.5,0.0,16.9
2015-01-20,Brazil_EspiritoSanto,32.5,22.6,0.6,16.0
2015-01-21,Brazil_EspiritoSanto,33.1,21.4,0.0,17.7
2015-01-22,Brazil_EspiritoSanto,32.9,23.1,0.0,20.3
2015-01-23,Brazil_EspiritoSanto,30.2,22.6,5.5,13.2
2015-01-24,Brazil_EspiritoSanto,31.3,21.7,0.2,16.8
2015-01-25,Brazil_EspiritoSanto,31.2,22.0,0.0,14.7
2015-01-26,Brazil_EspiritoSanto,33.2,22.3,0.0,16.6
2015-01-27,Brazil_EspiritoSanto,32.7,22.9,0.0,17.6
2015-01-28,Brazil_EspiritoSanto,33.3,23.3,0.0,17.7
2015-01-29,Brazil_EspiritoSanto,34.0,22.8,0.0,14.7
2015-01-30,Brazil_EspiritoSanto,35.6,22.3,0.0,16.6
2015-01-31,Brazil_EspiritoSanto,34.0,22.4,0.0,17.3
2015-02-01,Brazil_EspiritoSanto,33.0,22.8,0.2,16.9
2015-02-02,Brazil_EspiritoSanto,33.3,22.8,0.0,17.3
2015-02-03,Brazil_EspiritoSanto,32.5,22.1,0.6,15.1
2015-02-04,Brazil_EspiritoSanto,34.0,22.0,0.2,19.7
2015-02-05,Brazil_EspiritoSanto,32.2,23.5,0.0,13.4
2015-02-06,Brazil_EspiritoSanto,26.6,23.2,22.1,11.3
2015-02-07,Brazil_EspiritoSanto,27.6,23.3,21.8,15.1
2015-02-08,Brazil_EspiritoSanto,29.9,22.4,20.8,13.0
2015-02-09,Brazil_EspiritoSanto,30.1,22.2,4.4,14.5
2015-02-10,Brazil_EspiritoSanto,29.2,22.9,0.1,15.5
2015-02-11,Brazil_EspiritoSanto,31.3,22.3,0.0,12.0
2015-02-12,Brazil_EspiritoSanto,31.9,22.6,0.0,12.3
2015-02-13,Brazil_EspiritoSanto,32.2,23.1,0.4,13.9
2015-02-14,Brazil_EspiritoSanto,30.5,22.8,0.1,14.4
2015-02-15,Brazil_EspiritoSanto,31.6,22.2,0.0,15.4
2015-02-16,Brazil_EspiritoSanto,30.8,22.4,0.0,13.9
2015-02-17,Brazil_EspiritoSanto,30.7,22.4,0.9,14.0
2015-02-18,Brazil_EspiritoSanto,32.1,22.9,1.0,17.8
2015-02-19,Brazil_EspiritoSanto,31.2,22.9,0.5,16.8
2015-02-20,Brazil_EspiritoSanto,30.6,22.5,0.7,15.4
2015-02-21,Brazil_EspiritoSanto,31.5,21.7,1.2,14.6
2015-02-22,Brazil_EspiritoSanto,30.1,22.3,0.8,15.5
2015-02-23,Brazil_EspiritoSanto,28.9,22.8,0.6,13.2
2015-02-24,Brazil_EspiritoSanto,29.7,22.1,3.7,13.3
2015-02-25,Brazil_EspiritoSanto,30.1,22.7,1.2,9.9
2015-02-26,Brazil_EspiritoSanto,33.0,23.0,0.0,13.8
2015-02-27,Brazil_EspiritoSanto,32.6,23.9,4.3,10.0
2015-02-28,Brazil_EspiritoSanto,32.6,23.0,15.2,13.9
2015-03-01,Brazil_EspiritoSanto,29.9,22.3,0.9,17.2
2015-03-02,Brazil_EspiritoSanto,28.3,22.9,2.0,19.1
2015-03-03,Brazil_EspiritoSanto,28.4,22.9,2.6,15.9
2015-03-04,Brazil_EspiritoSanto,29.6,22.0,4.1,11.6
2015-03-05,Brazil_EspiritoSanto,29.6,21.6,4.1,11.7
2015-03-06,Brazil_EspiritoSanto,29.9,21.7,1.4,13.7
2015-03-07,Brazil_EspiritoSanto,30.7,22.7,0.3,15.1
2015-03-08,Brazil_EspiritoSanto,31.7,22.3,0.0,13.6
2015-03-09,Brazil_EspiritoSanto,31.8,22.0,0.0,13.2
2015-03-10,Brazil_EspiritoSanto,31.9,22.6,0.0,14.2
2015-03-11,Brazil_EspiritoSanto,30.9,23.2,0.0,14.2
2015-03-12,Brazil_EspiritoSanto,32.0,22.1,0.0,12.9
2015-03-13,Brazil_EspiritoSanto,33.0,22.6,0.0,14.0
2015-03-14,Brazil_EspiritoSanto,31.2,23.0,0.0,14.6
2015-03-15,Brazil_EspiritoSanto,31.1,23.0,0.2,11.5
2015-03-16,Brazil_EspiritoSanto,31.3,23.3,0.0,12.2
2015-03-17,Brazil_EspiritoSanto,31.0,23.0,0.1,11.9
2015-03-18,Brazil_EspiritoSanto,30.4,22.1,0.5,13.4
2015-03-19,Brazil_EspiritoSanto,29.7,22.1,0.4,13.7
2015-03-20,Brazil_EspiritoSanto,29.5,22.4,1.6,13.4
2015-03-21,Brazil_EspiritoSanto,30.1,21.8,10.7,10.7
2015-03-22,Brazil_EspiritoSanto,31.3,22.2,6.7,12.2
2015-03-23,Brazil_EspiritoSanto,31.3,23.4,14.3,10.5
2015-03-24,Brazil_EspiritoSanto,26.3,22.3,16.2,11.4
2015-03-25,Brazil_EspiritoSanto,29.2,21.9,0.0,15.6
2015-03-26,Brazil_EspiritoSanto,30.4,21.0,0.0,12.7
2015-03-27,Brazil_EspiritoSanto,31.5,20.6,0.0,8.6
2015-03-28,Brazil_EspiritoSanto,31.2,22.5,0.0,14.0
2015-03-29,Brazil_EspiritoSanto,31.2,22.8,0.0,12.0
2015-03-30,Brazil_EspiritoSanto,31.7,21.8,0.0,13.4
2015-03-31,Brazil_EspiritoSanto,32.2,22.1,0.0,11.8
2015-04-01,Brazil_EspiritoSanto,32.4,23.9,0.0,15.7
2015-04-02,Brazil_EspiritoSanto,25.3,22.5,18.8,12.5
2015-04-03,Brazil_EspiritoSanto,25.9,21.6,0.0,14.3
2015-04-04,Brazil_EspiritoSanto,27.5,20.6,0.0,14.2
2015-04-05,Brazil_EspiritoSanto,29.5,20.4,0.0,6.2
2015-04-06,Brazil_EspiritoSanto,33.0,22.6,0.1,12.0
2015-04-07,Brazil_EspiritoSanto,29.5,22.8,1.6,19.7
2015-04-08,Brazil_EspiritoSanto,25.5,21.5,0.9,16.7
2015-04-09,Brazil_EspiritoSanto,26.1,20.7,0.3,12.3
2015-04-10,Brazil_EspiritoSanto,25.8,20.2,1.4,14.8
2015-04-11,Brazil_EspiritoSanto,26.4,19.0,0.1,11.0
2015-04-12,Brazil_EspiritoSanto,27.9,20.3,0.3,10.7
2015-04-13,Brazil_EspiritoSanto,29.2,20.5,0.0,12.8
2015-04-14,Brazil_EspiritoSanto,29.3,18.9,0.0,12.9
2015-04-15,Brazil_EspiritoSanto,29.2,18.6,0.0,11.2
2015-04-16,Brazil_EspiritoSanto,30.1,20.1,0.0,10.1
2015-04-17,Brazil_EspiritoSanto,29.8,20.9,0.4,11.5
2015-04-18,Brazil_EspiritoSanto,29.1,21.5,0.0,12.0
2015-04-19,Brazil_EspiritoSanto,31.0,21.6,0.0,13.3
2015-04-20,Brazil_EspiritoSanto,30.9,22.2,0.0,11.9
2015-04-21,Brazil_EspiritoSanto,32.6,22.4,0.0,10.2
2015-04-22,Brazil_EspiritoSanto,29.4,23.7,3.7,10.9
2015-04-23,Brazil_EspiritoSanto,26.7,22.2,2.7,12.0
2015-04-24,Brazil_EspiritoSanto,27.3,21.4,0.2,12.2
2015-04-25,Brazil_EspiritoSanto,30.5,20.7,0.9,16.3
2015-04-26,Brazil_EspiritoSanto,30.0,21.9,0.9,14.5
2015-04-27,Brazil_EspiritoSanto,27.4,20.0,0.7,16.1
2015-04-28,Brazil_EspiritoSanto,29.0,20.4,0.0,12.6
2015-04-29,Brazil_EspiritoSanto,28.9,20.2,0.0,12.3
2015-04-30,Brazil_EspiritoSanto,26.8,20.4,1.0,12.5
2015-05-01,Brazil_EspiritoSanto,26.6,19.9,0.3,16.5
2015-05-02,Brazil_EspiritoSanto,26.9,19.6,0.6,11.9
2015-05-03,Brazil_EspiritoSanto,27.7,20.0,0.9,10.5
2015-05-04,Brazil_EspiritoSanto,28.3,20.8,1.2,12.2
2015-05-05,Brazil_EspiritoSanto,30.1,21.4,0.0,15.0
2015-05-06,Brazil_EspiritoSanto,25.2,21.0,2.2,13.0
2015-05-07,Brazil_EspiritoSanto,25.1,19.4,18.4,12.0
2015-05-08,Brazil_EspiritoSanto,25.4,20.4,0.4,21.1
2015-05-09,Brazil_EspiritoSanto,24.9,19.1,0.0,13.2
2015-05-10,Brazil_EspiritoSanto,26.4,18.5,0.0,10.1
2015-05-11,Brazil_EspiritoSanto,28.2,17.2,0.0,11.8
2015-05-12,Brazil_EspiritoSanto,30.0,19.7,0.1,14.4
2015-05-13,Brazil_EspiritoSanto,28.7,19.3,0.0,15.6
2015-05-14,Brazil_EspiritoSanto,24.8,19.8,0.4,17.8
2015-05-15,Brazil_EspiritoSanto,25.8,17.1,0.0,16.1
2015-05-16,Brazil_EspiritoSanto,23.2,17.6,2.1,14.6
2015-05-17,Brazil_EspiritoSanto,23.7,16.8,2.4,15.3
2015-05-18,Brazil_EspiritoSanto,25.8,19.9,0.3,16.4
2015-05-19,Brazil_EspiritoSanto,24.0,18.8,2.5,12.6
2015-05-20,Brazil_EspiritoSanto,24.9,18.9,1.1,15.7
2015-05-21,Brazil_EspiritoSanto,25.9,18.3,0.0,16.1
2015-05-22,Brazil_EspiritoSanto,24.4,17.4,0.2,13.4
2015-05-23,Brazil_EspiritoSanto,26.0,16.0,0.0,8.5
2015-05-24,Brazil_EspiritoSanto,26.0,17.6,0.0,10.0
2015-05-25,Brazil_EspiritoSanto,28.5,17.4,0.0,8.8
2015-05-26,Brazil_EspiritoSanto,28.9,17.4,0.0,11.3
2015-05-27,Brazil_EspiritoSanto,27.5,19.6,0.7,11.0
2015-05-28,Brazil_EspiritoSanto,28.9,19.9,0.0,12.1
2015-05-29,Brazil_EspiritoSanto,29.1,19.9,0.2,11.0
2015-05-30,Brazil_EspiritoSanto,29.1,20.4,0.0,9.8
2015-05-31,Brazil_EspiritoSanto,28.7,20.6,0.4,9.8
2015-06-01,Brazil_EspiritoSanto,28.4,21.6,1.2,13.2
2015-06-02,Brazil_EspiritoSanto,25.5,20.3,0.9,16.3
2015-06-03,Brazil_EspiritoSanto,23.7,19.2,0.0,14.7
2015-06-04,Brazil_EspiritoSanto,25.4,19.2,0.3,12.0
2015-06-05,Brazil_EspiritoSanto,25.2,18.7,1.7,12.4
2015-06-06,Brazil_EspiritoSanto,27.3,19.7,0.1,12.0
2015-06-07,Brazil_EspiritoSanto,27.2,18.9,0.4,10.1
2015-06-08,Brazil_EspiritoSanto,27.3,16.2,0.0,9.8
2015-06-09,Brazil_EspiritoSanto,26.7,17.4,0.8,9.2
2015-06-10,Brazil_EspiritoSanto,27.3,19.9,0.1,6.9
2015-06-11,Brazil_EspiritoSanto,28.7,19.5,0.1,9.8
2015-06-12,Brazil_EspiritoSanto,30.4,19.6,0.0,7.6
2015-06-13,Brazil_EspiritoSanto,28.0,19.0,0.0,10.5
2015-06-14,Brazil_EspiritoSanto,30.0,19.4,0.0,13.9
2015-06-15,Brazil_EspiritoSanto,32.5,19.9,0.0,10.5
2015-06-16,Brazil_EspiritoSanto,24.7,20.5,0.0,18.9
2015-06-17,Brazil_EspiritoSanto,24.9,20.1,0.6,11.8
2015-06-18,Brazil_EspiritoSanto,27.2,20.0,0.1,11.2
2015-06-19,Brazil_EspiritoSanto,28.4,18.2,0.3,19.0
2015-06-20,Brazil_EspiritoSanto,21.5,19.9,5.6,20.5
2015-06-21,Brazil_EspiritoSanto,24.5,18.0,1.7,19.7
2015-06-22,Brazil_EspiritoSanto,24.6,18.8,3.7,11.2
2015-06-23,Brazil_EspiritoSanto,26.3,18.0,0.1,6.5
2015-06-24,Brazil_EspiritoSanto,25.0,19.9,0.2,16.6
2015-06-25,Brazil_EspiritoSanto,22.2,18.7,0.0,24.3
2015-06-26,Brazil_EspiritoSanto,23.0,17.7,0.0,20.4
2015-06-27,Brazil_EspiritoSanto,23.9,17.3,1.6,19.4
2015-06-28,Brazil_EspiritoSanto,23.9,14.5,1.1,15.5
2015-06-29,Brazil_EspiritoSanto,23.5,16.6,0.0,11.7
2015-06-30,Brazil_EspiritoSanto,24.5,18.0,0.0,8.7
2015-07-01,Brazil_EspiritoSanto,27.0,18.2,0.0,10.5
2015-07-02,Brazil_EspiritoSanto,26.7,18.3,0.0,10.2
2015-07-03,Brazil_EspiritoSanto,25.7,18.8,1.5,10.4
2015-07-04,Brazil_EspiritoSanto,29.3,18.8,0.0,11.1
2015-07-05,Brazil_EspiritoSanto,25.5,19.8,0.0,17.3
2015-07-06,Brazil_EspiritoSanto,22.4,18.9,0.0,15.8
2015-07-07,Brazil_EspiritoSanto,22.9,18.4,0.0,13.0
2015-07-08,Brazil_EspiritoSanto,25.5,17.3,0.0,8.2
2015-07-09,Brazil_EspiritoSanto,27.4,18.3,0.0,8.6
2015-07-10,Brazil_EspiritoSanto,28.7,19.6,0.0,12.4
2015-07-11,Brazil_EspiritoSanto,25.9,20.3,0.7,10.6
2015-07-12,Brazil_EspiritoSanto,26.2,18.4,0.0,8.9
2015-07-13,Brazil_EspiritoSanto,26.1,18.5,0.0,9.8
2015-07-14,Brazil_EspiritoSanto,27.2,18.4,0.0,10.0
2015-07-15,Brazil_EspiritoSanto,26.8,18.8,0.6,14.2
2015-07-16,Brazil_EspiritoSanto,24.2,18.1,2.4,16.3
2015-07-17,Brazil_EspiritoSanto,26.1,18.2,2.9,13.0
2015-07-18,Brazil_EspiritoSanto,24.4,16.6,0.6,11.0
2015-07-19,Brazil_EspiritoSanto,24.1,16.9,0.2,12.1
2015-07-20,Brazil_EspiritoSanto,23.6,16.7,2.5,9.7
2015-07-21,Brazil_EspiritoSanto,27.0,17.4,0.1,11.2
2015-07-22,Brazil_EspiritoSanto,25.4,17.5,0.8,14.0
2015-07-23,Brazil_EspiritoSanto,25.0,18.3,0.1,13.0
2015-07-24,Brazil_EspiritoSanto,25.6,18.2,0.2,8.6
2015-07-25,Brazil_EspiritoSanto,26.2,18.7,0.6,11.4
2015-07-26,Brazil_EspiritoSanto,26.4,19.5,1.3,11.8
2015-07-27,Brazil_EspiritoSanto,25.9,19.5,0.1,12.4
2015-07-28,Brazil_EspiritoSanto,27.7,19.2,0.0,11.3
2015-07-29,Brazil_EspiritoSanto,27.2,18.7,0.3,10.4
2015-07-30,Brazil_EspiritoSanto,25.7,17.2,1.4,10.9
2015-07-31,Brazil_EspiritoSanto,25.3,18.4,0.1,11.4
2015-08-01,Brazil_EspiritoSanto,27.4,17.3,0.0,11.6
2015-08-02,Brazil_EspiritoSanto,26.0,17.9,0.3,10.1
2015-08-03,Brazil_EspiritoSanto,27.9,17.4,0.0,11.5
2015-08-04,Brazil_EspiritoSanto,29.3,16.5,0.0,9.7
2015-08-05,Brazil_EspiritoSanto,28.9,17.2,0.0,10.5
2015-08-06,Brazil_EspiritoSanto,27.7,17.6,0.0,12.7
2015-08-07,Brazil_EspiritoSanto,27.0,18.2,0.6,12.7
2015-08-08,Brazil_EspiritoSanto,25.6,18.1,0.0,12.4
2015-08-09,Brazil_EspiritoSanto,24.5,18.9,1.5,16.6
2015-08-10,Brazil_EspiritoSanto,22.9,17.4,0.9,16.4
2015-08-11,Brazil_EspiritoSanto,23.7,16.1,0.3,14.5
2015-08-12,Brazil_EspiritoSanto,23.5,14.6,0.2,13.8
2015-08-13,Brazil_EspiritoSanto,24.4,14.7,0.0,11.9
2015-08-14,Brazil_EspiritoSanto,24.5,18.0,1.2,14.8
2015-08-15,Brazil_EspiritoSanto,25.7,16.2,0.0,11.9
2015-08-16,Brazil_EspiritoSanto,26.8,17.6,0.0,16.6
2015-08-17,Brazil_EspiritoSanto,26.3,18.2,1.0,15.8
2015-08-18,Brazil_EspiritoSanto,26.0,18.5,2.4,13.4
2015-08-19,Brazil_EspiritoSanto,27.0,18.5,0.0,12.4
2015-08-20,Brazil_EspiritoSanto,27.9,18.3,0.0,17.8
2015-08-21,Brazil_EspiritoSanto,27.5,18.4,0.0,15.1
2015-08-22,Brazil_EspiritoSanto,25.4,17.5,0.4,10.0
2015-08-23,Brazil_EspiritoSanto,27.0,17.1,0.0,9.8
2015-08-24,Brazil_EspiritoSanto,29.9,17.8,0.0,16.6
2015-08-25,Brazil_EspiritoSanto,28.3,18.6,0.2,14.2
2015-08-26,Brazil_EspiritoSanto,30.2,18.5,0.0,13.7
2015-08-27,Brazil_EspiritoSanto,30.1,19.4,0.0,11.9
2015-08-28,Brazil_EspiritoSanto,28.7,20.8,2.4,13.5
2015-08-29,Brazil_EspiritoSanto,25.3,20.4,0.0,19.0
2015-08-30,Brazil_EspiritoSanto,28.2,18.9,0.0,11.4
2015-08-31,Brazil_EspiritoSanto,29.7,19.7,0.0,12.0
2015-09-01,Brazil_EspiritoSanto,31.9,18.0,0.0,11.0
2015-09-02,Brazil_EspiritoSanto,26.9,18.7,0.0,22.9
2015-09-03,Brazil_EspiritoSanto,28.8,18.7,0.0,13.8
2015-09-04,Brazil_EspiritoSanto,32.8,19.0,0.0,14.8
2015-09-05,Brazil_EspiritoSanto,27.5,21.0,0.0,19.6
2015-09-06,Brazil_EspiritoSanto,29.0,20.5,0.4,15.6
2015-09-07,Brazil_EspiritoSanto,31.9,21.6,0.0,16.6
2015-09-08,Brazil_EspiritoSanto,33.3,21.2,0.0,17.3
2015-09-09,Brazil_EspiritoSanto,32.8,21.3,0.0,20.7
2015-09-10,Brazil_EspiritoSanto,31.6,21.7,0.0,17.7
2015-09-11,Brazil_EspiritoSanto,33.1,20.6,0.0,17.0
2015-09-12,Brazil_EspiritoSanto,31.5,22.3,0.0,18.8
2015-09-13,Brazil_EspiritoSanto,25.8,21.9,0.3,14.2
2015-09-14,Brazil_EspiritoSanto,24.8,20.6,0.0,16.3
2015-09-15,Brazil_EspiritoSanto,28.1,20.8,0.2,13.4
2015-09-16,Brazil_EspiritoSanto,28.6,20.4,0.7,14.0
2015-09-17,Brazil_EspiritoSanto,31.5,19.8,0.0,15.9
2015-09-18,Brazil_EspiritoSanto,31.1,20.6,0.0,14.8
2015-09-19,Brazil_EspiritoSanto,31.2,19.7,0.0,16.6
2015-09-20,Brazil_EspiritoSanto,31.5,19.7,0.0,16.3
2015-09-21,Brazil_EspiritoSanto,31.5,21.3,0.0,18.0
2015-09-22,Brazil_EspiritoSanto,31.9,18.7,0.0,16.4
2015-09-23,Brazil_EspiritoSanto,32.7,19.0,0.0,16.3
2015-09-24,Brazil_EspiritoSanto,33.4,19.2,0.0,16.7
2015-09-25,Brazil_EspiritoSanto,35.3,19.9,0.0,17.5
2015-09-26,Brazil_EspiritoSanto,33.6,19.9,0.0,20.9
2015-09-27,Brazil_EspiritoSanto,32.3,20.5,0.0,18.0
2015-09-28,Brazil_EspiritoSanto,33.6,19.6,0.0,15.2
2015-09-29,Brazil_EspiritoSanto,33.9,19.5,0.0,17.3
2015-09-30,Brazil_EspiritoSanto,32.6,21.7,0.0,14.3
2015-10-01,Brazil_EspiritoSanto,33.6,22.7,0.0,16.9
2015-10-02,Brazil_EspiritoSanto,32.5,22.0,0.0,17.8
2015-10-03,Brazil_EspiritoSanto,34.0,19.6,0.0,16.3
2015-10-04,Brazil_EspiritoSanto,35.3,21.1,0.0,15.9
2015-10-05,Brazil_EspiritoSanto,27.9,22.1,0.0,20.6
2015-10-06,Brazil_EspiritoSanto,25.8,20.2,0.0,18.1
2015-10-07,Brazil_EspiritoSanto,26.8,19.0,0.0,17.5
2015-10-08,Brazil_EspiritoSanto,29.8,20.6,0.0,17.5
2015-10-09,Brazil_EspiritoSanto,31.7,18.9,0.0,19.5
2015-10-10,Brazil_EspiritoSanto,34.3,18.5,0.0,18.6
2015-10-11,Brazil_EspiritoSanto,32.0,22.6,0.1,21.1
2015-10-12,Brazil_EspiritoSanto,31.6,20.8,0.0,16.9
2015-10-13,Brazil_EspiritoSanto,32.3,21.3,0.0,20.4
2015-10-14,Brazil_EspiritoSanto,33.8,22.4,0.0,18.6
2015-10-15,Brazil_EspiritoSanto,34.5,22.6,0.0,18.1
2015-10-16,Brazil_EspiritoSanto,35.9,20.7,0.0,18.0
2015-10-17,Brazil_EspiritoSanto,35.8,21.3,0.0,15.5
2015-10-18,Brazil_EspiritoSanto,30.7,22.1,0.0,21.4
2015-10-19,Brazil_EspiritoSanto,25.1,21.0,0.1,17.0
2015-10-20,Brazil_EspiritoSanto,27.9,20.0,0.0,12.8
2015-10-21,Brazil_EspiritoSanto,35.3,20.7,0.0,18.1
2015-10-22,Brazil_EspiritoSanto,35.9,23.3,0.0,16.6
2015-10-23,Brazil_EspiritoSanto,35.7,23.4,0.3,14.8
2015-10-24,Brazil_EspiritoSanto,31.3,23.7,0.2,18.7
2015-10-25,Brazil_EspiritoSanto,30.0,20.9,0.0,20.5
2015-10-26,Brazil_EspiritoSanto,30.6,20.9,0.0,17.5
2015-10-27,Brazil_EspiritoSanto,31.2,20.9,0.0,18.7
2015-10-28,Brazil_EspiritoSanto,28.9,22.3,3.4,14.3
2015-10-29,Brazil_EspiritoSanto,25.5,22.3,8.4,14.0
2015-10-30,Brazil_EspiritoSanto,27.5,18.5,2.3,18.4
2015-10-31,Brazil_EspiritoSanto,29.6,21.2,1.4,15.4
2015-11-01,Brazil_EspiritoSanto,31.9,22.1,0.0,16.3
2015-11-02,Brazil_EspiritoSanto,29.8,22.1,1.2,17.9
2015-11-03,Brazil_EspiritoSanto,34.5,22.4,0.0,18.4
2015-11-04,Brazil_EspiritoSanto,35.8,21.8,0.0,15.5
2015-11-05,Brazil_EspiritoSanto,37.2,22.5,0.0,17.2
2015-11-06,Brazil_EspiritoSanto,35.4,21.0,0.0,18.5
2015-11-07,Brazil_EspiritoSanto,34.4,22.9,0.0,19.0
2015-11-08,Brazil_EspiritoSanto,33.7,22.8,0.0,19.6
2015-11-09,Brazil_EspiritoSanto,33.6,22.3,0.0,17.9
2015-11-10,Brazil_EspiritoSanto,32.3,22.8,0.3,15.5
2015-11-11,Brazil_EspiritoSanto,34.3,22.6,0.0,15.3
2015-11-12,Brazil_EspiritoSanto,36.4,22.1,0.0,13.9
2015-11-13,Brazil_EspiritoSanto,35.8,24.4,0.1,15.3
2015-11-14,Brazil_EspiritoSanto,38.4,24.2,3.0,12.6
2015-11-15,Brazil_EspiritoSanto,34.7,25.1,1.2,15.5
2015-11-16,Brazil_EspiritoSanto,27.1,23.0,18.5,14.3
2015-11-17,Brazil_EspiritoSanto,29.2,22.7,23.8,9.7
2015-11-18,Brazil_EspiritoSanto,31.8,22.8,3.9,13.1
2015-11-19,Brazil_EspiritoSanto,32.5,23.6,0.7,14.4
2015-11-20,Brazil_EspiritoSanto,34.3,23.1,1.0,12.5
2015-11-21,Brazil_EspiritoSanto,29.0,24.0,11.2,16.4
2015-11-22,Brazil_EspiritoSanto,27.5,21.5,2.6,19.2
2015-11-23,Brazil_EspiritoSanto,29.6,21.1,0.0,13.1
2015-11-24,Brazil_EspiritoSanto,32.4,23.2,4.6,11.6
2015-11-25,Brazil_EspiritoSanto,32.9,23.0,1.8,14.9
2015-11-26,Brazil_EspiritoSanto,29.2,23.3,0.7,19.7
2015-11-27,Brazil_EspiritoSanto,27.4,21.6,0.5,15.6
2015-11-28,Brazil_EspiritoSanto,29.3,21.9,0.5,14.8
2015-11-29,Brazil_EspiritoSanto,32.5,21.8,0.0,16.2
2015-11-30,Brazil_EspiritoSanto,33.9,24.0,0.0,17.3
2015-12-01,Brazil_EspiritoSanto,33.7,22.2,0.0,18.8
2015-12-02,Brazil_EspiritoSanto,31.9,23.3,0.4,13.0
2015-12-03,Brazil_EspiritoSanto,31.6,23.7,0.9,14.2
2015-12-04,Brazil_EspiritoSanto,31.7,23.3,5.3,17.3
2015-12-05,Brazil_EspiritoSanto,33.5,24.5,0.0,10.7
2015-12-06,Brazil_EspiritoSanto,34.5,24.3,4.0,16.0
2015-12-07,Brazil_EspiritoSanto,33.3,24.2,42.0,17.4
2015-12-08,Brazil_EspiritoSanto,27.2,22.6,8.5,14.8
2015-12-09,Brazil_EspiritoSanto,31.1,22.8,0.0,13.9
2015-12-10,Brazil_EspiritoSanto,34.5,21.7,0.0,15.0
2015-12-11,Brazil_EspiritoSanto,32.3,24.0,0.2,11.9
2015-12-12,Brazil_EspiritoSanto,31.0,23.1,0.0,15.5
2015-12-13,Brazil_EspiritoSanto,31.8,22.2,0.0,18.4
2015-12-14,Brazil_EspiritoSanto,31.9,22.6,0.0,16.5
2015-12-15,Brazil_EspiritoSanto,32.4,23.3,0.4,14.2
2015-12-16,Brazil_EspiritoSanto,33.1,21.6,0.0,16.6
2015-12-17,Brazil_EspiritoSanto,31.4,23.0,2.6,14.3
2015-12-18,Brazil_EspiritoSanto,31.6,22.9,1.3,15.8
2015-12-19,Brazil_EspiritoSanto,32.4,22.6,0.9,18.4
2015-12-20,Brazil_EspiritoSanto,32.4,21.5,0.0,18.4
2015-12-21,Brazil_EspiritoSanto,32.4,22.4,0.2,18.0
2015-12-22,Brazil_EspiritoSanto,31.5,22.0,0.4,16.1
2015-12-23,Brazil_EspiritoSanto,31.0,22.3,1.6,15.6
2015-12-24,Brazil_EspiritoSanto,33.2,22.0,0.1,18.5
2015-12-25,Brazil_EspiritoSanto,33.6,23.4,0.1,18.4
2015-12-26,Brazil_EspiritoSanto,33.5,22.7,3.4,18.9
2015-12-27,Brazil_EspiritoSanto,34.6,22.7,1.8,18.9
2015-12-28,Brazil_EspiritoSanto,36.1,22.4,0.4,17.8
2015-12-29,Brazil_EspiritoSanto,34.2,23.2,0.6,15.9
2015-12-30,Brazil_EspiritoSanto,35.0,24.2,0.0,16.6
2015-12-31,Brazil_EspiritoSanto,35.7,23.7,0.0,17.1
2016-01-01,Brazil_EspiritoSanto,37.8,24.8,0.0,18.2
2016-01-02,Brazil_EspiritoSanto,37.7,23.4,0.0,17.4
2016-01-03,Brazil_EspiritoSanto,28.3,24.0,4.6,14.0
2016-01-04,Brazil_EspiritoSanto,28.3,22.6,17.7,21.0
2016-01-05,Brazil_EspiritoSanto,30.7,20.5,0.0,18.7
2016-01-06,Brazil_EspiritoSanto,32.4,20.9,0.0,20.4
2016-01-07,Brazil_EspiritoSanto,33.0,22.2,0.0,15.7
2016-01-08,Brazil_EspiritoSanto,33.3,22.8,0.0,21.3
2016-01-09,Brazil_EspiritoSanto,33.3,23.9,1.3,20.4
2016-01-10,Brazil_EspiritoSanto,33.7,23.7,0.0,18.9
2016-01-11,Brazil_EspiritoSanto,35.3,23.8,0.0,16.1
2016-01-12,Brazil_EspiritoSanto,33.2,24.6,2.2,14.4
