date,open,high,low,close,adj_close,volume,commodity,ticker,front_month_price,ret_1d,logret_1d,hl_range,oc_range,vol_10d,vol_20d,atr_14d,target_price_t_plus_14
2015-02-23,147.9499969482422,149.75,145.25,144.4499969482422,144.4499969482422,75,coffee,KC=F,144.4499969482422,-0.02825426922766605,-0.028661102598962707,0.031152648633231837,-0.024229837825846985,0.024734349890201148,0.02479395983439366,5.482145036969866,133.64999389648438
2015-02-24,144.8000030517578,145.5,143.5500030517578,145.35000610351562,145.35000610351562,54,coffee,KC=F,145.35000610351562,0.00623059310687224,0.006211263211233664,0.013415871113575567,0.0037839905652711867,0.024886480155823586,0.024938283896909656,5.264287676130023,131.6999969482422
2015-02-25,147.0500030517578,147.0500030517578,140.0500030517578,139.75,139.75,22,coffee,KC=F,139.75,-0.03852773215246652,-0.039289556961527694,0.05008944543828265,-0.0522361577943314,0.023331590008744248,0.023775730079721308,5.275001525878906,128.39999389648438
2015-02-26,140.0,140.3000030517578,139.8000030517578,136.5500030517578,136.5500030517578,98,coffee,KC=F,136.5500030517578,-0.02289801036309258,-0.02316424176648102,0.0036616623128926653,-0.02526544760994625,0.023004522872626953,0.023922791552380935,5.092859540666852,128.85000610351562
2015-02-27,139.1999969482422,139.1999969482422,136.4499969482422,136.75,136.75,82,coffee,KC=F,136.75,0.0014646425761439819,0.0014635710333630314,0.02010968921389397,-0.017915882619686928,0.01748894056528649,0.02241362457986691,4.932145254952567,126.4499969482422
2015-03-02,138.5500030517578,138.5500030517578,134.85000610351562,135.10000610351562,135.10000610351562,12,coffee,KC=F,135.10000610351562,-0.012065768895681006,-0.012139151158176098,0.027387096825200696,-0.025536615783708763,0.017276676230962962,0.021942995202619706,4.889287676130023,134.89999389648438
2015-03-03,134.14999389648438,134.14999389648438,134.14999389648438,126.25,126.25,10,coffee,KC=F,126.25,-0.06550707404657419,-0.06775122198844485,0.0,-0.06257420908106436,0.021656544844204265,0.025325923802569875,4.210717337472098,133.9499969482422
2015-03-04,129.3000030517578,130.6999969482422,129.0500030517578,134.0500030517578,134.0500030517578,24,coffee,KC=F,134.0500030517578,0.061782202390160856,0.0599488192923161,0.012308794173225782,0.0354345385442922,0.03356924024568979,0.030085935267204756,4.360716683523996,136.25
2015-03-05,133.5,133.9499969482422,133.1999969482422,131.5500030517578,131.5500030517578,6,coffee,KC=F,131.5500030517578,-0.018649757128574862,-0.018825856763021065,0.005701254143680373,-0.014823237575106472,0.033427924616581214,0.029018803912593732,4.017860412597656,140.0
2015-03-06,131.64999389648438,131.9499969482422,131.64999389648438,136.5,136.5,2,coffee,KC=F,136.5,0.037628254149828066,0.03693758394024993,0.0021978245550022895,0.03553118024553571,0.03691669681598114,0.030904639682028997,3.7821448189871654,143.35000610351562
2015-03-09,136.5,136.5500030517578,131.5,133.64999389648438,133.64999389648438,9,coffee,KC=F,133.64999389648438,-0.0208791655935211,-0.02110021770799353,0.037785284567010004,-0.021324401299434654,0.036533955882175534,0.030555782365738433,3.339287894112723,141.85000610351562
2015-03-10,133.10000610351562,133.10000610351562,133.10000610351562,131.6999969482422,131.6999969482422,1,coffee,KC=F,131.6999969482422,-0.014590325756037914,-0.014697811339826394,0.0,-0.010630289959867182,0.03624198245023219,0.030341358104651987,2.9642868041992188,137.3000030517578
2015-03-11,128.39999389648438,128.39999389648438,128.39999389648438,128.39999389648438,128.39999389648438,1,coffee,KC=F,128.39999389648438,-0.025056971360862712,-0.025376241856503334,0.0,0.0,0.03523993765293676,0.029186987810868766,2.882143293108259,139.9499969482422
2015-03-12,130.25,130.25,130.25,128.85000610351562,128.85000610351562,1,coffee,KC=F,128.85000610351562,0.0035047681341329184,0.003498640746836479,0.0,-0.010865299419230503,0.03501260244428017,0.02925949285449628,2.7035718645368303,140.25
2015-03-13,126.4499969482422,126.4499969482422,126.4499969482422,126.4499969482422,126.4499969482422,9,coffee,KC=F,126.4499969482422,-0.018626379833814655,-0.018802035485660618,0.0,0.0,0.03513149138579712,0.02755909250897674,2.553572518484932,138.1999969482422
2015-03-16,133.35000610351562,134.75,132.0,134.89999389648438,134.89999389648438,5,coffee,KC=F,134.89999389648438,0.06682480942803726,0.06468676898710068,0.020385471641386543,0.01148990261747628,0.04184362569774881,0.03260754052066988,3.0071443830217612,132.35000610351562
2015-03-17,134.0500030517578,134.0500030517578,132.60000610351562,133.9499969482422,133.9499969482422,12,coffee,KC=F,133.9499969482422,-0.007042231217379902,-0.007067144761163213,0.010824912140927194,-0.0007465928017472595,0.034749010222692715,0.03136743713863065,2.6714292253766723,132.89999389648438
2015-03-18,134.4499969482422,137.0,131.4499969482422,136.25,136.25,10,coffee,KC=F,136.25,0.017170609213574828,0.01702486033554873,0.040733967352350915,0.013211031572534403,0.02960372141051418,0.03171650283037391,3.028572082519529,134.85000610351562
2015-03-19,136.35000610351562,136.35000610351562,136.35000610351562,140.0,140.0,22471,coffee,KC=F,140.0,0.02752293577981657,0.027150989065950704,0.0,0.026071384974888392,0.029644396023701343,0.0322295073954565,2.8392868041992165,140.89999389648438
2015-03-20,143.0,143.89999389648438,140.5,143.35000610351562,143.35000610351562,10879,coffee,KC=F,143.35000610351562,0.023928615025111677,0.0236468122977902,0.02371812871796586,0.002441619034622707,0.028385674288715208,0.032781771503825254,2.85357230050223,
2015-03-23,142.0,144.3000030517578,139.39999389648438,141.85000610351562,141.85000610351562,9702,coffee,KC=F,141.85000610351562,-0.010463899101035401,-0.010519030624277725,0.03454359495548866,-0.0010574119847052833,0.02749208461403512,0.032246457225569666,3.1357149396623862,146.1999969482422
2015-03-24,142.0,145.39999389648438,136.14999389648438,137.3000030517578,137.3000030517578,18840,coffee,KC=F,137.3000030517578,-0.03207615689799426,-0.03260186928195896,0.06737071955135382,-0.034231586626188464,0.029496431909078878,0.032955574659060224,3.47857230050223,141.9499969482422
2015-03-25,137.3000030517578,142.35000610351562,136.0,139.9499969482422,139.9499969482422,18529,coffee,KC=F,139.9499969482422,0.019300756282470077,0.019116859154546972,0.045373392225682235,0.018935290848662356,0.02785545706568233,0.0321340334534878,3.871429443359373,135.6999969482422
2015-03-26,140.0,142.8000030517578,138.3000030517578,140.25,140.25,11532,coffee,KC=F,140.25,0.0021436445752032185,0.0021413502474016965,0.03208556149732621,0.0017825311942959,0.027886438496023153,0.031665764130372226,4.1642870221819175,137.4499969482422
2015-03-27,139.75,140.8000030517578,136.5500030517578,138.1999969482422,138.1999969482422,12533,coffee,KC=F,138.1999969482422,-0.014616777552640348,-0.014724655151420407,0.03075253324058816,-0.011215651852281228,0.027469950096392297,0.03186859743834919,4.107143947056359,135.10000610351562
2015-03-30,138.8000030517578,138.89999389648438,131.8000030517578,132.35000610351562,132.35000610351562,14592,coffee,KC=F,132.35000610351562,-0.0423298912728447,-0.04325191446180021,0.05364556492104283,-0.048734391014666194,0.024108169576494677,0.03324892359790283,4.575001307896203,133.75
2015-03-31,133.0,135.9499969482422,131.89999389648438,132.89999389648438,132.89999389648438,17018,coffee,KC=F,132.89999389648438,0.004155555478694728,0.00414694500398749,0.030474064994407406,-0.0007524914078891502,0.024102358025811777,0.029308423512361684,4.628572736467632,134.60000610351562
2015-04-01,133.39999389648438,139.8000030517578,133.0500030517578,134.85000610351562,134.85000610351562,16922,coffee,KC=F,134.85000610351562,0.014672778755355775,0.014566175053682073,0.05005561508702092,0.010752778208390806,0.023912261462719568,0.02622672947729696,4.989287240164619,135.8000030517578
2015-04-02,134.14999389648438,141.4499969482422,134.0500030517578,140.89999389648438,140.89999389648438,29038,coffee,KC=F,140.89999389648438,0.044864571888299176,0.043887280739311585,0.05251947634519389,0.04790631861175986,0.02654481474720564,0.027536295160359225,5.346429007393972,139.60000610351562
2015-04-06,140.89999389648438,147.35000610351562,140.1999969482422,146.1999969482422,146.1999969482422,23862,coffee,KC=F,146.1999969482422,0.03761535330974963,0.03692515085525461,0.04890567239754928,0.03625173161689,0.028109490137682915,0.027535499089779376,5.264286586216518,138.6999969482422
2015-04-07,145.5,145.75,141.1999969482422,141.9499969482422,141.9499969482422,17793,coffee,KC=F,141.9499969482422,-0.029069768048658684,-0.029500665021663153,0.032053562166801844,-0.025008827954059166,0.0296453772055259,0.027989736843462152,5.457144601004464,140.3000030517578
2015-04-08,141.75,144.39999389648438,135.10000610351562,135.6999969482422,135.6999969482422,27443,coffee,KC=F,135.6999969482422,-0.0440295888296417,-0.045028317068338986,0.06853344143048058,-0.04458366387484419,0.03137694231405584,0.02976517871039489,5.725000653948102,142.39999389648438
2015-04-09,135.89999389648438,137.89999389648438,133.60000610351562,137.4499969482422,137.4499969482422,28359,coffee,KC=F,137.4499969482422,0.012896094615738818,0.012813648056759774,0.031284015194179615,0.011276850390484022,0.030984938674941002,0.029169558715583254,6.024999346051898,140.4499969482422
2015-04-10,137.39999389648438,138.4499969482422,133.8000030517578,135.10000610351562,135.10000610351562,25516,coffee,KC=F,135.10000610351562,-0.017097059999291786,-0.017244902264664574,0.03441890219399014,-0.017024335226206173,0.03131547180569488,0.029532600499822884,6.0785707746233255,141.14999389648438
2015-04-13,135.14999389648438,138.10000610351562,132.9499969482422,133.75,133.75,25294,coffee,KC=F,133.75,-0.00999264280181622,-0.010042904367798755,0.03850474134783879,-0.010467244085864486,0.03116766769030673,0.029265871857490047,6.096427917480469,136.10000610351562
2015-04-14,133.85000610351562,136.10000610351562,131.9499969482422,134.60000610351562,134.60000610351562,22382,coffee,KC=F,134.60000610351562,0.006355185820677622,0.00633507678009515,0.03083216171685629,0.0055720651262318975,0.02787057633433692,0.0254293079918364,5.732142857142857,138.14999389648438
2015-04-15,134.60000610351562,138.0,133.85000610351562,135.8000030517578,135.8000030517578,17287,coffee,KC=F,135.8000030517578,0.008915281529179975,0.008875775040828593,0.0305596009073923,0.008836501629420653,0.027956959050836176,0.025449661054500028,5.574999128069196,138.35000610351562
2015-04-16,136.89999389648438,140.8000030517578,136.10000610351562,139.60000610351562,139.60000610351562,5851,coffee,KC=F,139.60000610351562,0.027982348795010825,0.027597996452690232,0.03366759844377847,0.019341060809332258,0.028887820082916155,0.02591253595261314,5.610713413783482,136.5500030517578
2015-04-17,139.39999389648438,141.25,137.8000030517578,138.6999969482422,138.6999969482422,9820,coffee,KC=F,138.6999969482422,-0.006447056704324661,-0.006467928731523465,0.024873806951341185,-0.005046841843142945,0.02521325059873695,0.02522273083444566,5.5535703386579245,133.4499969482422
2015-04-20,138.39999389648438,140.0,134.25,138.6999969482422,138.6999969482422,6438,coffee,KC=F,138.6999969482422,0.0,0.0,0.04145638158986904,0.002162963650747323,0.02135764206399862,0.02457892353131148,5.457142421177456,131.85000610351562
2015-04-21,139.1999969482422,142.6999969482422,138.1999969482422,140.3000030517578,140.3000030517578,6248,coffee,KC=F,140.3000030517578,0.01153573279538489,0.01146970354186827,0.032074126173325265,0.007840385456797345,0.020083895552743234,0.024652943589288982,5.489285060337612,132.5500030517578
2015-04-22,139.64999389648438,145.0,139.64999389648438,142.39999389648438,142.39999389648438,347,coffee,KC=F,142.39999389648438,0.01496786029257513,0.014856947256033592,0.03757026919119628,0.0193117985805468,0.013353546082527357,0.023669833001024532,5.378570556640625,128.0500030517578
2015-04-23,142.0500030517578,143.85000610351562,140.64999389648438,140.4499969482422,140.4499969482422,375,coffee,KC=F,140.4499969482422,-0.013693799380775973,-0.013788424294284063,0.022783996273139828,-0.011391998136569914,0.01420652316829909,0.023547821724420825,5.078571864536831,130.85000610351562
2015-04-24,141.25,142.8000030517578,140.85000610351562,141.14999389648438,141.14999389648438,150,coffee,KC=F,141.14999389648438,0.004983958443944614,0.0049715796363303255,0.013815069306147211,-0.0007085094427206763,0.0124653463101203,0.023568734429154452,4.735714503696987,132.89999389648438
2015-04-27,140.0,140.35000610351562,134.3000030517578,136.10000610351562,136.10000610351562,162,coffee,KC=F,136.10000610351562,-0.03577745668676602,-0.03643315695491811,0.04445262880558779,-0.02865535430996306,0.01759594042839192,0.02476744690945391,4.867856706891741,133.35000610351562
2015-04-28,136.5500030517578,137.8000030517578,135.25,138.14999389648438,138.14999389648438,52,coffee,KC=F,138.14999389648438,0.015062363710766968,0.014950052685836823,0.01845822051695874,0.011581548428626307,0.01805083188469425,0.022858400616177117,4.385714939662388,134.5
2015-04-29,137.64999389648438,137.64999389648438,136.89999389648438,138.35000610351562,138.35000610351562,23,coffee,KC=F,138.35000610351562,0.0014477901981024832,0.0014467431603453207,0.00542103337125145,0.00505971937946638,0.017916369728067944,0.022853924721939263,4.1678586687360495,134.39999389648438
2015-04-30,138.8000030517578,143.3000030517578,137.1999969482422,136.5500030517578,136.5500030517578,35,coffee,KC=F,136.5500030517578,-0.013010502149244707,-0.013095880080690847,0.044672324915316794,-0.016477480408016994,0.01593260129579072,0.02289102112444209,4.271430969238281,135.64999389648438
2015-05-01,137.0,137.0,131.39999389648438,133.4499969482422,133.4499969482422,13,coffee,KC=F,133.4499969482422,-0.02270235103796081,-0.022964017286368765,0.04196332882411047,-0.026601746968451866,0.017224172391404224,0.02104822257273317,4.3035736083984375,137.1999969482422
2015-05-04,132.5,132.5,131.5,131.85000610351562,131.85000610351562,40,coffee,KC=F,131.85000610351562,-0.01198944084912279,-0.012061893891705644,0.007584375833967718,-0.004929798000722608,0.017345842435587726,0.018936801963667278,4.146429879324777,141.64999389648438
2015-05-05,131.6999969482422,132.8000030517578,131.5,132.5500030517578,132.5500030517578,7,coffee,KC=F,132.5500030517578,0.00530903993809928,0.005294996667827512,0.0098076425637666,0.006412720361716752,0.016792943953921825,0.018166095817894294,3.942859104701451,139.85000610351562
2015-05-06,132.39999389648438,132.39999389648438,127.8499984741211,128.0500030517578,128.0500030517578,9,coffee,KC=F,128.0500030517578,-0.0339494522549566,-0.034539119280398545,0.03553295832819444,-0.03397103272983364,0.017336167644436292,0.017016865638275272,3.921430860246931,136.0
2015-05-07,129.0500030517578,129.89999389648438,129.0500030517578,130.85000610351562,130.85000610351562,10,coffee,KC=F,130.85000610351562,0.021866481726096065,0.02163083914320474,0.006495917501556198,0.013756232080981545,0.02002677404750963,0.017551247466355877,3.8071447099958147,128.4499969482422
2015-05-08,134.10000610351562,134.10000610351562,132.0,132.89999389648438,132.89999389648438,4,coffee,KC=F,132.89999389648438,0.01566670001793513,0.01554524417228631,0.015801401053120567,-0.009029437638394009,0.02098974794355426,0.01762883879674437,3.6285732814243863,126.9499969482422
2015-05-11,133.5,133.64999389648438,133.5,133.35000610351562,133.35000610351562,6,coffee,KC=F,133.35000610351562,0.0033860965214322913,0.003380376605095492,0.0011248135704466275,-0.0011248135704466275,0.018166603804321,0.017514414849956292,3.3607161385672435,
2015-05-12,132.9499969482422,132.9499969482422,132.9499969482422,134.5,134.5,2,coffee,KC=F,134.5,0.008623875844382622,0.008586902643225258,0.0,0.011524186258422399,0.017608184765548995,0.017565460169518543,3.0071449279785156,124.0500030517578
2015-05-13,134.75,134.75,134.75,134.39999389648438,134.39999389648438,6,coffee,KC=F,134.39999389648438,-0.0007435398030901652,-0.0007438163659081454,0.0,-0.0026042121979946045,0.017564747138097688,0.01743981303091103,2.796429770333426,124.5
2015-05-14,135.5,135.5,135.5,135.64999389648438,135.64999389648438,3,coffee,KC=F,135.64999389648438,0.009300595660463706,0.009257611434367874,0.0,0.0011057420068801224,0.017544915075695645,0.016330507602790964,2.7071440560477122,125.1500015258789
2015-05-15,137.9499969482422,137.9499969482422,137.9499969482422,137.1999969482422,137.1999969482422,40,coffee,KC=F,137.1999969482422,0.011426488179134164,0.011361698938298304,0.0,-0.005466472424798469,0.01598517153354196,0.01652678881214146,2.3821449279785156,126.1500015258789
2015-05-18,137.60000610351562,137.60000610351562,137.60000610351562,141.64999389648438,141.64999389648438,20811,coffee,KC=F,141.64999389648438,0.03243438081067107,0.031919490139164175,0.0,0.028591514066201928,0.017435245021586613,0.018052816363673535,2.2285739353724887,129.8000030517578
2015-05-19,143.0,143.85000610351562,138.1999969482422,139.85000610351562,139.85000610351562,19673,coffee,KC=F,139.85000610351562,-0.012707291708633273,-0.012788719896547285,0.040400492732845183,-0.02252408837331605,0.018553232161186588,0.01813082150157484,2.542860303606306,132.6999969482422
2015-05-20,139.5500030517578,141.39999389648438,135.5500030517578,136.0,136.0,15826,coffee,KC=F,136.0,-0.02752953833027283,-0.02791557755521623,0.0430146385641659,-0.026102963615866268,0.01702587933773773,0.018777285205589255,2.5250020708356584,134.3000030517578
2015-05-21,136.14999389648438,136.75,127.8499984741211,128.4499969482422,128.4499969482422,30603,coffee,KC=F,128.4499969482422,-0.05551472832174864,-0.05711518593849263,0.06928767409364038,-0.059945481753065626,0.025236043693868507,0.022334852799975127,2.760716029575893,135.6999969482422
2015-05-22,129.5,129.6999969482422,125.8000030517578,126.9499969482422,126.9499969482422,24579,coffee,KC=F,126.9499969482422,-0.011677695878843819,-0.01174641568592616,0.030720708863619946,-0.02008667280864481,0.02461371974615778,0.022275834171090626,2.900001525878907,135.10000610351562
2015-05-26,128.0,128.60000610351562,123.6500015258789,124.0500030517578,124.0500030517578,25969,coffee,KC=F,124.0500030517578,-0.022843591699074572,-0.02310854937279405,0.03990330073245876,-0.03184197380949786,0.02508268717404392,0.021480807132895224,3.1607159205845434,137.35000610351562
2015-05-27,124.75,126.75,123.5500030517578,124.5,124.5,19063,coffee,KC=F,124.5,0.0036275448381444253,0.0036209811659224656,0.02570278673286909,-0.002008032128514056,0.02478212056191415,0.021082844180759716,3.053572518484935,136.4499969482422
2015-05-28,124.9499969482422,127.0500030517578,123.8000030517578,125.1500015258789,125.1500015258789,13711,coffee,KC=F,125.1500015258789,0.005220895790192026,0.005207314165421195,0.02596883707850339,0.001598118858954604,0.02503854322625788,0.021161880886605373,3.153573172433038,132.0
2015-05-29,125.5999984741211,127.0500030517578,124.5500030517578,126.1500015258789,126.1500015258789,14579,coffee,KC=F,126.1500015258789,0.007990411408770326,0.007958657112633993,0.01981767712850277,0.004359913159771011,0.02494727985306584,0.02126211604926918,3.100001743861609,132.0500030517578
2015-06-01,128.1999969482422,132.14999389648438,128.14999389648438,129.8000030517578,129.8000030517578,22121,coffee,KC=F,129.8000030517578,0.028933820703364255,0.028523140598402996,0.030816640261595356,0.01232670312709948,0.026885635502892608,0.021946139986673777,3.475001198904857,127.8000030517578
2015-06-02,129.35000610351562,134.0,128.89999389648438,132.6999969482422,132.6999969482422,22519,coffee,KC=F,132.6999969482422,0.022342017167195305,0.02209609055952022,0.03843260151320736,0.025244844926659498,0.025508906077981383,0.02239615179963354,3.810715266636442,129.35000610351562
2015-06-03,132.6999969482422,135.14999389648438,130.60000610351562,134.3000030517578,134.3000030517578,24562,coffee,KC=F,134.3000030517578,0.012057318314330434,0.011985207911889617,0.03387928287101551,0.011913671386135407,0.0260308534075992,0.0225239473302526,4.117857251848496,126.6500015258789
2015-06-04,134.3000030517578,137.0,133.1999969482422,135.6999969482422,135.6999969482422,17589,coffee,KC=F,135.6999969482422,0.01042437724997547,0.010370418099189038,0.028002970797465714,0.01031683071458249,0.02492255899005495,0.021018892794690845,4.3107141767229376,128.6999969482422
2015-06-05,135.0,136.39999389648438,132.89999389648438,135.10000610351562,135.10000610351562,21961,coffee,KC=F,135.10000610351562,-0.004421450686954764,-0.0044312542079048,0.02590673458088705,0.000740237594356575,0.015251252129532182,0.020600321343738102,4.396428244454522,127.1500015258789
